SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q96RP8,KCNA7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96RM1,SPRR2F,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96RD3,OR52E6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96RD2,OR52B2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96RD1,OR6C1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96RD0,OR8B2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96T75,DSCR8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96TA0,PCDHB18P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q99445,GML,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQ48,MRPL34,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BR09,NEURL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQY6,WFDC6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQP9,BPIFA3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQN1,FAM83C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQE6,LBHD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQD1,PMCHL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQ75,CMSS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQ13,KCTD14,,,,0.508,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q99457,NAP1L3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BPW5,RASL11B,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q99680,GPR22,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q99679,GPR21,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q99676,ZNF184,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q99603,TRGV9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q99470,SDF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q99463,NPY6R,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96J77,TPD52L3,,,,0.634,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96ID5,IGSF21,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96IC2,REXO5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TAV0,FAM76A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE96,DQX1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDU5,VN1R17P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDS7,MRGPRD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TD86,CALML6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TD55,PLEKHO2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCP9,FAM200A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCN5,ZNF507,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCB0,IFI44,,,,0.405,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TC90,CCER1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TC26,TMEM163,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TC17,GRAPL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TBR7,TLCD3A,,,,0.523,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TBP6,SLC25A40,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TBF8,FAM81A,,,,0.515,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TB69,ZNF519,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TB22,SPATA20,,,,0.491,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TAW3,ZNF671,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEE9,SAP25,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TEQ0,SNX29,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TF08,COX7B2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTU2,SSC4D,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV15,TMEM255B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUY9,DEPDC1B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUY8,NAT14,,,,0.559,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WUT9,SLC25A43,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUS8,SDR42E1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUH6,TMEM263,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WU76,SCFD2,,,,0.494,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WTR8,NTN5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF20,ZNF721,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WTP9,XAGE3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF61,FBXO41,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF45,ZNF418,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF44,C2CD4C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF32,ZNF431,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF27,AGAP11,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF21,ANKRD24,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TAV5,KCNJ5-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TAI1,TYMSOS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVC6,DCAKD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TAF7,ZNF461,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH93,OR1L3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH90,OR5AK2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH89,OR5AK3P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH83,OR4A5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH81,OR10G6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH80,OR10D3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH79,OR6X1,,,,0.71,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NH76,OR56B4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH74,OR10A6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH73,OR4S2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH72,OR4C6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH70,OR4A16,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH67,OR52I2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH64,OR51A7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH63,OR51H1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH61,OR51F2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH60,OR52J3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NH95,OR13C6P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHA4,OR2AE1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHA6,OR2W6P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHS4,CLHC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TAA1,RNASE11,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TA94,ZNF563,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHY5,HUS1B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHW6,OTOS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHW5,RPLP0P6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHV5,MOSMO,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHU0,CT45A3,,,,0.71,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NHS2,GOT1L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHA8,OR1F12P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHR9,PFN4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHC7,OR14C36,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHC6,OR14L1P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHC5,OR14A16,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHB8,OR5K2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHB7,OR5K1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NHB1,OR2V1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV83,SLC35F5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WVF2,UCMA,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96I13,ABHD8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96BW5,PTER,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96EI5,TCEAL4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96EH5,RPL39L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96E66,LRRC51,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96E39,RBMXL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96E16,SMIM19,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96DU9,PABPC5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96DS6,MS4A6E,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96DL1,NXPE2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96DD0,LRRC39,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96DC7,TMCO6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96CT2,KLHL29,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96CH1,GPR146,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96CD0,FBXL8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96C90,PPP1R14B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96C57,CUSTOS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96C34,RUNDC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96C01,FAM136A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96EK2,PHF21B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96EL2,MRPS24,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96ER3,SAAL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96GT9,XAGE2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96HV5,TMEM41A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96HP4,OXNAD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96HA4,C1orf159,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96H79,ZC3HAV1L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96H40,ZNF486,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96H12,MSANTD3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96GU1,PAGE5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96GK7,FAHD2A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96ES6,MFSD3,,,,0.5,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GE6,CALML4,,,,0.454,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GE5,ZNF799,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96G27,WBP1,,,,0.494,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96FB5,METTL25B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96EZ4,MYEOV,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96EV2,RBM33,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96ET8,TVP23C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96BX8,MOB3A,,,,0.531,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BQ1,FAM3D,,,,0.529,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WVI7,PPP1R1C,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BM0,IFI27L1,,,,0.543,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WYK1,CNTNAP5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXT5,FOXD4L4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXS4,TMEM37,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXJ9,ASB17,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WXF5,CRYGN,,,,0.577,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WXE0,CASKIN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WX39,LCN9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WWX0,ASB5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WWU7,ITLN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WWA1,TMEM40,,,,0.517,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WW62,TMED6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WW52,FAM151A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WW36,ZCCHC13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WW33,GTSF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WW32,HMGB4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WW18,C17orf50,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WW14,C10orf82,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ33,MAFIP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZ71,TMEM158,,,,0.449,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8WZ82,OVCA2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q969W3,FAM104A,,,,,0.154,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96BJ8,ELMO3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96B45,BORCS7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96B33,CLDN23,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96AQ9,FAM131C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96AB3,ISOC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96A98,PTH2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q969Y0,NXPE3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q93083,MT1L,0.545,,,0.519,,,,1.015,,,,,,,,0.0,2,0.0,0,0,0
Q8WZ92,OR5P2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q93075,TATDN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92670,ZNF75CP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92576,PHF3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92545,TMEM131,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q92527,ANKRD7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZA6,OR1E3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WZA0,LZIC,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
I3L0S3,PYCARD-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
I6L899,GOLGA8R,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
K7EIQ3,ZNF561-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BTA0,FAM167B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BRP1,PDCD2L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BRJ6,C7orf50,,,,,0.046,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9BR46,SCP2D1-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BR11,ZSWIM1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQM9,C20orf144,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BQ49,SMIM7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BPX7,C7orf25,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BPW8,NIPSNAP1,,,,0.47,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q99440,LINC01587,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96S07,PRR25,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96QU4,FRG2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96PY0,PSMG3-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96PT4,DUX3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96PQ5,PPP1R2P1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96PP4,TSGA13,,,,0.618,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96PG1,MS4A4E,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96NS8,CLUHP3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BS92,NIPSNAP3B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BTX7,TTPAL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96F63,CCDC97,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BU68,PRR15L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZ97,TTTY13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZ81,MAGEB5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZ68,FRMD8P1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZ19,ANKRD60,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BYS8,LRRC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BYL1,SAMD10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BYD9,ACTRT3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BY89,KIAA1671,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BY31,ZNF717,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BXU2,TEX13B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BXQ6,TMEM121B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BXJ2,C1QTNF7,,,,,0.015,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9BX51,GGTLC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BWJ2,RHPN1-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BVW6,SMIM2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BVR0,HERC2P3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BVG4,PBDC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96NS1,YPEL4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96NR7,WWC2-AS2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96N53,PRDM10-DT,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96N35,LINC00052,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96KF7,SMIM8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96K31,C8orf76,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96IW2,SHD,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96IR2,ZNF845,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96IM9,DYDC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96I45,TMEM141,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96HZ7,URB1-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96HM7,PCED1B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96HH4,TMEM169,,,,0.523,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96HG1,SMIM10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96H35,RBM18,,,,0.515,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96GI7,FAM89A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96FV0,LRRC46,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96FQ7,LINC00526,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96FK6,WDR89,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96FF7,MISP3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96FA7,ZBED10P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96KW2,POM121L2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LI9,CXorf58,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LM9,C20orf173,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MD7,C9orf85,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MZ4,FAM218A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MZ0,GDAP1L1,,,,0.549,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q96MW7,TIGD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MU5,CD300LD-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MR7,OBSCN-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MP5,ZSWIM3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MH6,TMEM68,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MC9,IKBKE-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LP6,C12orf42,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96MC4,CEP295NL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96M60,FAM227B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96M43,NBPF4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96M19,LINC00477,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LZ2,MAGEB10,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LS8,C2orf48,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q96LR7,C2orf50,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZA5,TXLNGY,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZE7,C22orf23,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9BZP3,LINC00470,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NQ39,RPS10P5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NX36,DNAJC28,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NX31,OSER1,,,,0.472,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9NX00,TMEM160,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NWW7,C2orf42,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NVV2,C19orf73,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NUR3,TMEM74B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NUJ7,PLCXD1,,,,,0.015,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9NUD7,C20orf96,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NUC0,SERTAD4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NUB4,C20orf141,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NU53,GINM1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NSQ0,RRP7BP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NSG2,C1orf112,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NRX3,NDUFA4L2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NRP4,SDHAF3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NRJ2,GSN-AS1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NRI6,PYY2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NXS3,KLHL28,,,,0.521,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q9NYP8,C21orf62,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9NZY2,FAM30A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UEU5,GAGE2D;,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UJN7,ZNF391,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UIY3,RWDD2A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHQ7,TCEAL9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHL3,FAM153A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UHA2,SS18L2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UH64,CDKN2A-DT,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UFV1,TBC1D29P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9UBP8,KAAG1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9P1F3,ABRACL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
