"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","t_test_p_value"
"O14530",-1.1016762,-1.1246087,-1.0938053,-1.0324193,-1.125307,-0.9933439,-1.0175504,-1.0921984,-1.0141444,-1.1264501,-1.1027293,-1.0880714,-0.9950161,-1.0890656,-1.0472752,-0.9477545,-0.9889706,-1.0249611,-0.9995026,-0.9486357,0.28928946435185
"O14531",1.381553,1.375901,1.354335,1.277192,1.160424,1.275215,1.3051,1.252725,1.458819,1.444529,1.306668,1.325297,1.299929,1.339572,1.364466,1.114113,1.347307,1.068056,1.371807,1.278672,0.813389016320784
"O14545",-1.1507136,-1.1179804,-1.1910538,-1.0286624,-0.9453524,-1.1595232,-1.1185166,-0.9694567,-0.9903004,-1.0060477,-1.0827682,-1.1303887,-1.2652156,-1.0956852,-0.5836777,-0.9215493,-1.0364647,-0.8034473,-1.0444948,-0.8794154,0.239491519908213
"O14548",0.40379221,0.33602293,0.35257263,-0.01779956,0.23204848,0.29861788,0.3384079,0.3537622,0.26877988,0.26752974,0.28562646,0.33862995,0.16421448,0.17132651,0.11554951,0.34754845,0.27483852,-0.57995976,0.29360805,0.44529532,0.420945435918557
"O14558",0.3665235,0.3733466,0.5956453,0.4974026,0.2226284,0.6402908,0.5490158,0.1635511,0.4321767,0.4558206,0.4512113,0.3948937,0.3945603,0.3790148,0.4868916,0.4424537,0.1791111,0.8524302,0.4355798,0.3292758,0.977666121572314
"O14561",-0.5325896,-0.3629397,-0.3896708,-1.327881,-0.7463398,-0.8072896,-0.9625191,-0.3527258,-1.1885282,-0.903081,-0.4071463,-0.3147828,-0.640506,-0.7074853,-0.7732075,-1.2021279,-1.0927367,-0.3443868,-0.4452983,-0.386126,0.508477453450401
"O14576",0.5170541,0.622837,0.5163891,0.4278283,0.4952945,0.6013058,0.638717,0.9430126,0.6166517,0.6438477,0.433594,0.6019409,0.528077,0.5184918,0.6444381,0.2927494,0.3662302,0.35762,0.6440374,0.7559463,0.264567707575986
"O14578",-0.6518119,-0.5726843,-2.6760366,-0.9911591,-0.9128811,-0.6907442,-0.8517477,0.1008842,-0.7903706,-0.7150404,-0.7444751,-0.9645533,-1.2955431,-1.0158532,-0.696805,-1.189693,-1.2185272,-0.3507111,-1.0553881,-0.4961879,0.901407612207724
"O14579",0.26267685,0.33565453,0.17427503,0.31836194,0.20505124,0.39547369,0.13068443,-0.03603988,0.22601278,0.18646918,0.04064511,0.13173665,0.26428078,0.22644325,0.18468257,0.21823486,0.01161534,0.46889938,0.19334019,0.14369928,0.620826294065101
"O14594",1.1015866,1.057083,1.0992997,1.0795654,1.1029585,1.0118927,1.3619461,1.4482967,0.9323197,1.1336835,0.8386198,1.2730674,1.2257455,1.1275793,1.1621969,1.2797172,1.324512,0.8330962,1.2333443,1.3519634,0.760281047291812
"O14617",0.4931225,0.6182085,0.5221773,0.6503756,0.4149295,0.4313401,0.6782825,0.9525036,0.410715,0.143628,0.3281586,0.5804023,0.3051847,0.5931793,0.4862256,0.4765536,0.6100461,0.1749911,0.478334,0.8266599,0.164625371161252
"O14618",-0.07966366,-0.14612803,-0.0291883,-0.14674215,-0.25213147,-0.12884217,-0.44085442,-0.29568792,-0.08320289,-0.07150747,0.03060792,-0.01635581,-0.25411592,-0.01110004,-0.13634376,-0.26945871,0.03154713,0.18793131,0.06281614,-0.28247403,0.0767897011107877
"O14639",0.5998144,0.8666463,0.5481798,0.965352,0.8117325,0.8054982,0.6497927,0.700217,0.9335657,0.9253281,0.9462784,0.6210705,0.5116105,0.8916328,0.9785157,0.6447328,0.6492244,0.6640884,0.9194073,0.6108659,0.734783657318754
"O14656",-1.4401944,-1.1872411,-1.0789726,-1.4712811,-1.1625952,-1.0170172,-0.8720568,-1.3544001,-1.1900393,-1.4203816,-1.2213778,-0.8666736,-1.0215642,-1.2350144,-1.0566028,-1.3229786,-0.7955536,-0.9023005,-1.0894154,-0.9813967,0.361968364904137
"O14662",-0.3297055,-0.4900441,-0.6797841,-0.3657002,-0.3984323,-0.2589048,-0.6388794,-0.2880682,-0.2645978,-0.4447712,-0.309623,-0.8700256,-0.3989137,-0.4866161,-0.5493728,-0.4299316,-0.3721037,-0.984211,-0.4167005,-1.0071388,0.147651833128693
"O14672",-0.046535173,0.054414948,0.171214787,0.073079752,0.095900621,0.426103455,0.151355959,-0.169677906,0.064509782,0.166824845,0.040290074,0.139330049,0.017249096,-0.047068768,0.029476515,-0.18852902,0.13394864,-0.000755557,0.221084102,0.068801552,0.427385646373268
"O14683",-1.0741554,-1.0962836,-1.0602961,-0.7985012,-0.8922195,-1.2768053,-0.9150736,-0.948954,-0.962336,-1.0045958,-0.8878439,-1.0537572,-0.9525662,-1.0369024,-1.0484689,-0.6716061,-1.0641658,-0.8219114,-0.958562,-0.9335204,0.487612306533922
"O14734",-0.7355339,-0.6230995,-0.5622025,-1.1698518,-0.5248282,-0.4264321,-0.3038165,-0.5717501,-0.307227,-0.6100422,-0.8465504,-1.0398589,-1.0934263,-1.4837653,-1.0413454,0.1797675,-0.8176173,-0.6130431,-1.062836,-0.4426974,0.151371225606497
"O14735",-0.46130683,-0.3448723,-0.22937722,-0.33550904,-0.70254972,-0.35879158,-0.03649655,-0.55243882,-0.53044245,-0.48666298,-0.41030902,-0.55058498,-0.40563885,-0.46570512,-0.38206287,-0.3462825,-0.24374753,-0.39183073,-0.32926099,-0.5788072,0.703133181132675
"O14737",-0.116199235,-0.094335234,-0.795661493,-0.331808758,-0.196413041,-0.329618012,0.068179817,0.080545491,-0.290446512,-0.123382772,-0.132395976,-0.206261058,-0.08555707,-0.259757716,-0.0620271,-0.862929053,-1.016783755,0.006245715,0.072960365,-0.113439299,0.909161206727521
"O14744",0.5646117,0.6351782,0.4372528,0.6125589,0.549772,0.5559108,0.5691328,0.4477613,0.5172321,0.6628962,0.639812,0.7032234,0.5406452,0.6317574,0.5883891,0.7663828,0.7055365,0.5375451,0.5116771,0.632379,0.0210702471023188
"O14745",1.17845,1.2278453,1.1245938,1.250658,1.245095,1.1419819,1.1566444,1.100712,1.2554494,1.311138,1.1977654,0.9660477,1.0301976,1.1841511,1.238063,1.1069318,0.9766831,1.1895119,1.279681,1.0919268,0.299846555311324
"O14770",-0.09677753,0.29160458,-0.05976216,-0.25664071,-0.07369159,-0.32113073,-0.06261796,0.06134998,-0.03670737,-0.27041686,-0.38033466,-0.34845362,-0.58735208,-0.40035208,-0.17855421,-0.38032173,-0.13115257,-0.09693448,-0.21927237,-0.06306632,0.0175593507306699
"O14772",-0.3622359,-0.4120487,-0.3193593,-0.4586448,-0.3617434,-0.3975529,-1.0935029,-1.1995434,-0.5761652,-0.5403416,-0.6729487,-0.3145644,-0.2659607,-0.4051,-0.3630736,-0.4925926,-0.3116241,-0.5536083,-0.3432902,-1.0632524,0.417383177405392
"O14773",1.28639,1.328655,1.345551,1.213496,1.293077,1.33959,1.305125,1.171671,1.166528,1.150982,1.14424,1.203786,1.138146,1.160882,1.28894,1.464334,1.379585,1.523806,1.126361,1.241345,0.78488476750308
"O14775",0.6833207,0.6565031,0.675423,0.5344424,0.513114,0.6028129,0.5725716,0.8718218,0.6280418,0.5895715,0.5119608,0.6347538,0.5898832,0.6002251,0.658456,0.6504355,0.7045536,0.1615667,0.5275783,0.7156329,0.37628682425504
"O14776",-0.3241161,-0.2505628,-0.5923752,-0.3278446,-0.5719946,-0.4486866,-0.3712266,-0.921519,-0.6573931,-0.3255698,-0.4187864,-0.3616709,-0.3400977,-0.174439,-0.5195361,-0.4347102,-0.6080507,-0.4411634,-0.6318215,-0.7323632,0.48919617367681
"O14787",0.4671889,0.7033543,0.5342777,0.5607093,0.569389,0.5319577,0.7096884,0.4915852,0.525691,0.7417743,0.5252285,0.7765737,0.6611447,0.7294176,0.7115098,0.588278,0.6152453,0.5503244,0.5048801,0.7808371,0.0950005655661525
"O14807",-0.41572149,-0.33364473,-0.3948156,-0.98594515,-0.72495943,-0.62430695,-0.37858909,-0.10992078,-0.0693968,-0.08774819,-0.60897353,-0.58796,-0.70459484,-0.79107393,-0.18151529,-0.18428653,-0.34256706,-0.60227643,-0.43881378,-1.00157986,0.724024353561626
"O14810",-0.232306257,-0.545949648,-0.833514722,-0.257392626,-0.508663913,-0.368242356,-0.865894101,-0.007557899,-0.675124237,-0.260778328,-0.328303775,-0.11961216,-0.423040924,-0.298792536,-0.192118809,-0.462119731,-0.702585342,0.012878441,-0.201020593,-0.82552164,0.22375215814845
"O14818",1.0355072,0.9413918,1.0836703,1.0079532,0.9923542,1.0197649,0.9538647,0.9697419,1.017765,1.0069069,0.9598995,0.9563532,0.9271377,0.9425058,0.9976663,1.0635499,0.9677796,1.0860714,0.9175095,0.9775299,0.483918670895954
"O14828",-0.06557829,-0.26182282,-0.15329871,0.07351905,-0.87763685,-0.27021058,-0.81702237,0.35526628,0.10871395,0.11963259,0.02618182,-0.07359854,-0.0790107,0.08877489,0.14590359,-0.47109534,-0.60075241,-0.3440533,0.15849667,-0.57811637,0.644757250862835
"O14841",0.207350061,0.008583894,0.141025193,0.207087233,0.090243524,0.184930388,0.079704254,-0.51203585,-0.086039628,0.175587984,0.275326774,-0.048991002,0.262314114,0.087616753,0.267451429,0.339159016,0.142028421,-0.038963676,-0.000497831,0.054519982,0.207982299972703
"O14874",-0.6792413,-1.6305821,-1.1936013,-1.1364623,-1.0037396,-1.0124123,-0.7932871,-0.7865718,-0.8034997,-1.1117495,-1.1918816,-1.8251449,-0.5434535,-0.7121824,-1.3203736,-1.1616454,-0.8259241,-0.7363099,-1.172097,-0.3859262,0.774160753111998
"O14879",0.3565959,0.4227739,1.1240637,0.5307042,0.5164751,0.1422697,0.601015,-0.249373,0.8774075,0.3407911,0.6866511,1.1417333,0.3938721,0.7704758,0.570912,0.1092375,0.8578783,0.32908,0.4898945,0.1295957,0.852926074975034
"O14880",0.3991318,0.593767,0.6444038,0.401806,0.3714526,0.4540555,0.6077929,0.7076954,0.5543386,0.4172978,0.6385449,0.5367224,0.5087634,0.5208606,0.4699273,0.638903,0.5063824,0.4418668,0.5930351,0.661486,0.960846849175687
"O14907",-0.3228198,-0.2655733,-0.2894608,-0.3493247,-0.4921506,-0.4018169,-0.409204,-0.4032936,-1.077779,-0.4514792,-0.2376843,-0.316864,-0.300417,-0.2699781,-0.1154524,-0.3332896,-0.3315509,-0.1221379,-0.1784167,-0.3534905,0.0863847874018831
"O14908",-0.22555761,-0.23878417,-0.36471173,-0.09319014,-0.66148077,-0.02461931,0.2068202,-0.31472663,-0.05905321,-0.10943697,-0.20730775,-0.07750389,-0.14241819,-0.23152321,-0.01100454,-0.87897057,-0.19324147,-0.31557887,0.11015266,-0.54513553,0.733977042976171
"O14910",0.9683555,0.9501467,0.9222183,0.9335153,0.9420771,0.9828996,0.9767719,0.9149921,1.062994,0.9615658,0.9525541,0.9301943,0.9461458,0.8755025,1.0068425,0.9001648,0.9349167,0.7148268,0.9662879,0.7849807,0.100587093140193
"O14920",-1.0497825,-1.3420551,-1.2516146,-1.1169003,-0.6794329,-0.8796063,-0.6280048,-0.8837337,-0.763584,-1.2030722,-0.8948611,-1.6350354,-0.8192702,-0.4848793,-0.8998209,-0.7005211,-0.9407488,-0.3425002,-0.91154,-1.1621003,0.809983959847999
"O14924",-0.7960146,-0.9089341,-1.0289434,-1.2014237,-1.3986045,-0.9523303,-0.6911818,-0.4290235,-0.9390928,-1.139786,-1.1567894,-1.492913,-1.3616435,-0.8279363,-0.6851973,-1.2399741,-1.0917591,-0.8078015,-1.0331789,-1.0878021,0.289432702546499
"O14933",-0.35605953,-0.35249795,0.06450887,-0.15305838,-0.13785837,-0.80160169,-0.26434122,-0.22867445,-0.23538297,-0.37878232,-0.09643937,-0.01860137,-0.50225387,-0.23977669,-0.23918205,-0.28523453,-0.27084341,-1.22858548,-0.27834452,-0.51365174,0.435156661939711
"O14936",0.757624,0.6907503,0.5581866,0.623586,0.5131511,0.5531437,0.7552203,0.3302312,0.6826325,0.494847,0.57925,0.7109897,0.6738532,0.5621681,0.6489476,0.5932032,0.6079743,0.5444022,0.6004681,0.7296336,0.639832473012559
"O14949",-0.25956115,0.09252618,-0.0721018,-0.25673463,-0.04522838,-0.0816315,0.07615733,0.09167729,-0.07016185,-0.07898707,0.12493468,0.04254723,-0.22782491,-0.20770771,-0.17569876,-0.47316381,0.03746765,-0.69903289,0.07773703,0.15215968,0.303191435677369
"O14964",0.393565,0.6014289,0.5250355,0.4610041,0.4500598,0.7216814,0.5575333,0.735753,0.4581891,0.6340702,0.6702414,0.5286104,0.5773156,0.7090678,0.5180399,0.6671015,0.6743819,0.5991819,0.6581579,0.6256241,0.208902331972017
"O14966",-0.8131296,-1.0740428,-1.1792623,-0.9608857,-1.0528184,-0.982856,-1.1322164,-0.9849808,-1.1625067,-1.2474223,-0.7447617,-1.2799909,-1.2130845,-1.1609376,-1.0055324,-1.0265105,-1.3105332,-0.7491846,-1.0261292,-0.8058672,0.841141356235923
"O14967",-1.248271,-0.9345016,-0.8711652,-0.8741477,-0.7123041,-0.9782545,-1.3953248,-0.5268738,-1.4847735,-1.3078203,-1.125903,-0.6880522,-0.5922981,-0.3602089,-0.1446313,-0.7855549,-0.3688369,-0.8082302,-0.8951311,-0.7139614,0.104747198359286
"O14972",-0.2252416,-0.2398368,-0.3416375,-0.2847988,-0.2526254,-0.2003199,-0.2480354,-0.4511316,-0.2384745,-0.4653365,-0.3316362,-0.2486016,-0.2374629,-0.2185013,-0.2400498,-0.1517213,-0.3583179,-0.2939368,-0.3051745,-0.3272008,0.859736492105231
"O14974",0.04281876,0.09783503,-0.06987309,0.20259828,0.03015884,0.09627076,0.10982445,0.39855129,0.27426141,0.31940787,0.10129794,0.06066505,0.13282319,0.32142836,0.14871095,-0.48777125,-0.10003178,0.40127391,0.12158342,0.18688617,0.718378226363066
"O14975",-0.9731332,-1.480174,-1.1077831,-1.5854132,-0.8830762,-0.7953326,-0.9337079,-0.7040986,-1.3923071,-0.860459,-0.2956081,-1.0156692,-0.3681614,-0.4785696,-0.5629906,-0.1213178,-0.73502,-1.3896089,-1.4945521,-0.8954125,0.056858797855957
"O14976",-0.263244281,-0.375605736,-0.052190296,-0.281670571,0.413246169,-0.261375665,-0.08603595,-0.136028331,-0.597781247,-0.646307814,-0.297311279,0.189276472,0.151418158,-0.002018181,0.102418029,-0.111145801,0.061986334,-0.481491387,-0.346842767,0.168423206,0.65470685410346
"O14979",0.7595318,0.7781459,0.8275186,0.7302672,0.5902121,0.7557726,0.7096547,0.6310327,0.7820009,0.7977138,0.7410618,0.6869075,0.7216353,0.7524556,0.8376192,0.6442964,0.7443733,0.6140959,0.677098,0.5446356,0.606356100064012
"O14980",1.0078617,0.9650556,0.9516095,0.9365353,1.026601,0.8928954,1.0601582,0.8580899,0.9385142,0.9253636,0.9479474,1.0760736,1.0083434,1.0306366,0.8793381,0.9733658,1.1004461,1.0317027,0.9931573,0.9661719,0.205336327836042
"O14994",0.43831965,0.4627953,0.37330791,0.37851191,0.27888624,0.35069836,0.29027033,0.77530055,0.47340149,0.4815261,0.37371242,0.43684136,0.3739632,0.38022701,0.2697593,0.08773565,0.24402632,-0.65878911,0.3254334,0.63672352,0.203392709521212
"O15020",1.3559108,1.3818128,1.2921176,1.2648303,1.3399027,1.3041032,1.2655736,1.6267368,1.1749315,1.2088248,1.1879018,1.3530183,1.1374163,1.3278785,1.2374849,1.3050704,1.2689299,0.5633852,0.9274479,1.3825024,0.0833612430603941
"O15027",-1.0934783,-0.7734794,-0.9209443,-1.2229246,-0.7834419,-0.9072781,-0.8935784,-1.4353824,-1.4962174,-1.2089059,-1.3611933,-1.3542479,-1.1828998,-1.5506425,-1.5534682,-1.1447351,-1.3838381,-0.8707421,-0.9135214,-1.0953765,0.159664529751182
"O15031",0.52824148,0.49865355,0.61990102,0.46957866,0.58218121,0.36681172,0.58749465,0.08898733,0.44443234,0.52068749,0.45133763,0.44050884,0.50449486,0.60059808,0.63501149,0.62492395,0.55982268,0.47826886,0.35642212,0.34211492,0.528682110372499
"O15034",-0.4405063,-0.4168582,-0.6344127,-0.5818856,-0.7281639,-0.4546563,-0.6753672,-0.2688944,-0.2328079,-0.3635769,-0.7028027,-0.6903747,-0.7401218,-0.8931981,-0.5724047,-0.5715425,-0.9113868,-0.6110502,-0.8383282,-0.876258,0.0254961277012566
"O15040",-1.2781671,-0.4617549,-1.2189497,-0.5347587,-1.1261141,-0.9905027,-0.8030972,-1.1482286,-0.9906191,-0.799748,-0.5949607,-0.7813415,-1.1911859,-1.1900842,-1.1812765,-0.9483238,-0.6710095,-0.2576699,-0.9607706,-0.6243398,0.594742264333222
"O15042",-0.8928204,-0.5190216,-0.6928937,-0.7730362,-0.5181113,-0.624712,-1.1922515,-0.7162221,-0.5449602,-0.8003891,-0.5998508,-0.7206763,-0.5101396,-0.7521356,-0.7504367,-1.5793029,-0.800291,-0.5428182,-0.7345507,-0.5791624,0.597553048503304
"O15061",0.7489945,0.8652985,1.1201042,1.0330036,0.9530824,1.1214363,1.0241262,0.6889189,1.0237344,1.0981602,1.1909044,0.4210665,0.8750862,0.9095717,1.0721034,0.8423032,0.7276148,1.2367778,0.9503895,0.8667462,0.55067249296421
"O15066",-0.38291764,-1.03646965,-0.69469259,-0.6062266,-0.22623285,-0.85830608,-0.66590324,0.03713202,-0.91728306,-0.65725688,-0.46760699,-0.13640296,-0.03771103,-0.42613993,-0.43780396,-0.52543429,-0.57207865,-0.41049379,-0.47701372,-0.09970768,0.127680159112495
"O15067",0.3582026,0.4658045,0.2718331,0.4540095,0.4727546,0.2216211,0.2644678,0.2126303,-0.1141787,0.4865256,0.3253811,0.5353745,0.3998302,0.5033235,0.431213,0.4152823,0.5683424,0.5700795,0.4084215,0.5201794,0.0302901355269618
"O15075",1.294302,1.322864,1.163524,1.379851,1.240446,1.327016,1.425295,1.292763,1.345067,1.306914,1.365791,1.371638,1.395151,1.358097,1.243867,1.345765,1.349557,1.110646,1.482782,1.336285,0.606189726195836
"O15078",-0.31297291,-0.312778455,-0.272672588,0.002299553,-0.200584917,-0.029463033,0.073456138,-0.393605548,0.074410682,0.03215587,0.00011365,-0.728643583,-0.595923901,-0.243382774,-0.012074968,-0.576812543,-0.117740711,-0.383457332,-0.555199654,-0.196060018,0.115579120412702
"O15079",-0.28711563,-0.28732653,-0.29880624,-0.15133558,-0.46109237,-0.17091216,-0.42512647,0.4147004,-0.40984677,0.05816559,-0.04108103,-0.1511056,-0.14129808,-0.02926109,-0.09739219,-0.34306202,-0.26669509,-0.38627577,-0.2260257,-0.45807759,0.762671736520658
"O15083",0.3399818,0.1789873,0.1987011,0.2163183,0.2374581,0.1785463,0.2366648,0.7500481,0.2454974,0.2097199,0.1880177,0.259303,0.1946757,0.1320092,0.201919,0.1344176,0.2561519,-0.4417545,0.227709,0.4863268,0.256833755028493
"O15084",-1.1664532,-1.264926,-1.1627961,-1.1465583,-1.1113117,-1.2345622,-0.9897169,-0.7899283,-1.0895838,-1.0801533,-1.0274639,-0.9313871,-1.1507217,-1.0371518,-0.860853,-0.9234194,-0.915385,-0.8687845,-0.6496027,-0.8506382,0.0297934725678107
"O15085",-1.3450597,-1.3201895,-1.295341,-1.3588728,-1.2883043,-1.6669968,-1.2793091,-0.5834994,-1.0471712,-1.07112,-1.1483907,-0.8616215,-0.957785,-0.6546791,-0.7630691,-0.5548153,-0.7478973,-0.7258143,-0.6143962,-0.3934619,0.00398640130601481
"O15111",-0.4343552,-0.4345574,-0.3308878,-0.4986938,-0.3260445,-0.4431522,-0.4860526,-0.7309974,-0.4052076,-0.3077298,-0.4097247,-0.1619977,-0.3574665,-0.3038771,-0.4184801,-0.3055337,-0.4666116,-0.3675023,-0.33861,-0.2059242,0.034400361122291
"O15116",-1.07019589,-1.09127086,-1.05278744,-1.19428807,-0.80256268,-1.09206621,-0.95894142,-0.86373485,-0.62410973,-1.19795161,-1.20770021,-1.02598406,-1.40996215,-1.01001405,-1.30411041,-0.53094136,-0.82026352,-0.62378709,-0.03696787,-0.86492915,0.732319668644238
"O15126",-0.156754881,-0.243093928,0.014262688,0.229863191,-0.02357222,0.134460295,0.068798701,0.420663191,0.261100709,0.320230558,0.420954917,0.14339154,0.003576301,0.323928913,0.075296708,0.162786578,0.095550234,0.04342615,0.280026435,-0.044907708,0.506499758718081
"O15127",-0.6074378,-0.5458803,-0.4376986,-0.4061122,-0.5490103,-0.9646485,-0.6697815,-0.3291313,-0.6681317,-0.3177676,-0.1594772,-0.724912,-0.4485038,-0.3780383,-0.2070858,-0.466179,-0.5176968,-0.6193938,-0.8931477,-0.4358143,0.306517844233284
"O15143",-0.06829102,-0.05583966,0.55594058,0.35220563,-0.0702887,0.08433733,-0.09631521,-0.56485154,0.04985161,-0.0791663,0.18428392,0.06602896,0.20228316,-0.21153971,0.03338145,0.06621683,0.26278031,0.58207403,0.09039325,-0.02255663,0.584488784414191
"O15144",1.396409,1.407396,1.4372,1.458243,1.430005,1.395522,1.467363,1.592027,1.426181,1.387192,1.202507,1.420695,1.426535,1.407245,1.40046,1.506339,1.394125,1.423717,1.428398,1.577761,0.318613570275443
"O15145",0.8513857,0.8699543,0.9331869,0.9324836,0.8247452,0.980171,0.8974159,1.0094698,0.864745,0.8807263,0.8281102,0.9343239,0.909274,0.819747,0.7818244,0.9421316,0.857449,0.9402322,0.9792911,0.9909195,0.573315833699914
"O15162",-0.8513804,-1.1723157,-0.9077891,-0.7737152,-0.7485887,-0.8861834,-0.660751,-0.7734317,-0.865539,-0.8800952,-0.3596301,-0.435571,-0.737694,-0.6692032,-0.9187176,-0.6718986,-0.4318619,-0.9500878,-0.8568352,-0.7168861,0.0786689050696653
"O15173",-0.0450343,-0.50108317,-0.4294417,-0.10373733,-0.52812402,0.07525095,-0.10182009,0.23129019,-0.07884115,-0.10285561,0.04428223,-0.4757208,-0.09495057,-0.10266414,-0.14504988,0.05962789,-0.07334661,0.38323497,0.12087926,-0.3097248,0.34783050876481
"O15211",-1.55586,-2.554912,-1.730606,-1.419407,-1.37073,-1.242349,-1.305358,-1.163364,-1.242378,-1.398859,-1.423711,-1.478897,-1.564227,-1.375283,-1.344789,-1.360456,-1.274868,-1.300615,-1.520839,-1.239399,0.509261129756881
"O15212",-0.5994768,-0.7169469,-0.5952773,-0.7348683,-0.7033076,-0.6518888,-0.6131912,-0.5183396,-0.7106722,-0.8005495,-0.9025771,-0.7535075,-0.6733255,-0.70803,-0.5296906,-0.4858115,-0.8008013,-0.7416621,-0.725176,-0.6285869,0.294357812063108
"O15217",-0.6811079,-0.5994558,-0.5404057,-0.6046751,-0.4026614,-0.7416972,-0.3950684,-0.9570913,-0.6573191,-0.8185092,-0.7035159,-0.6854533,-0.6201879,-0.9143647,-0.7643951,-0.5240782,-0.6131052,-0.7505001,-1.1198168,-1.0770376,0.068647154363364
"O15230",0.538114113,0.560994875,0.531583631,0.331802621,0.640869527,0.446788576,0.395209013,-0.157466484,0.524394445,0.585671586,0.086810527,-0.002268761,0.238415691,0.422961744,-0.014784807,0.164681016,0.044752697,1.127535367,0.037230469,-0.055268735,0.237467438728639
"O15240",0.31810378,-0.02906666,-0.17369999,0.20416115,0.01144919,-0.06425362,-0.59685007,0.31259306,0.06843853,-0.08574145,-0.34075664,-0.12633928,-0.48974602,-0.31389424,-0.09289482,-0.38986228,-0.10091979,-0.07082965,-0.07118856,0.12225679,0.218666576419794
"O15260",-1.1889487,-1.4646856,-0.4931212,-0.3561094,-0.8379324,-0.4554189,-0.6081792,-0.3927365,-0.4224241,-0.620509,-0.3322639,-0.5460389,-0.3741401,-0.2968074,-0.3040534,-0.5141056,-0.4881999,-0.2510461,-0.2969882,-0.4400331,0.139923922739305
"O15269",-0.7609739,-1.0290665,-1.1670514,-1.1493503,-1.2097216,-0.5812244,-0.4580295,-0.7382796,-0.87468,-0.9947207,-0.8850311,-0.8676579,-0.8516971,-1.2400346,-1.0320231,-1.0088752,-1.4098429,-0.7317503,-1.3036213,-1.1599818,0.252803506987581
