"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","t_test_p_value"
"O14964",-0.29739637,-0.89718092,-0.12285349,-0.07587913,-0.01802555,-0.35489725,0.07748718,-0.5550449,-0.06987057,-0.19874784,-0.1880406,-0.11442708,-0.51723822,-0.66237579,-0.05183338,0.08148044,-0.8116865,-0.10104728,0.02405501,0.01849718,-0.16103022,-0.34867117,-0.35285839,-0.46084047,0.03169826,-0.17671647,-0.94754675,-0.65001103,-0.43300546,0.721902459351978
"O14974",0.511142885,1.092413195,0.128601419,0.944891881,0.012992108,-0.535512269,0.020942804,-1.324285233,0.766797894,0.305915336,0.066203014,0.029965712,-0.271718933,0.229265261,0.005741478,0.539968308,0.176150484,0.123660898,0.204489794,0.089140503,-0.83457821,0.263763288,0.05010093,0.901397595,-0.486651887,0.524235576,0.421890555,1.183007668,0.731896684,0.812060411740158
"O14976",0.57184251,0.38826884,0.25576006,0.50852724,-0.38334705,-0.0903681,-0.7400692,-0.55070433,-2.59007709,-1.07881066,-1.82059385,-0.93033642,-1.44808097,-0.94764921,-2.09748555,-0.71020189,-0.86022062,-1.2390723,-1.15682299,-0.79156998,-0.88111628,-0.70622849,-0.99177822,-0.72519415,0.35345734,-0.04669474,-0.45517981,0.64196199,-0.27155125,0.30969761896562
"O14979",-0.89801542,-0.4728779,-0.81178252,-0.18889529,0.49277239,0.47512653,0.38519452,0.31981992,0.43149528,0.58063081,0.13727472,0.3441738,0.73135348,0.28078495,-0.32175604,0.32497368,0.32214797,0.46375311,0.46015368,0.43133577,0.31543618,0.37053737,0.12200847,0.01743692,0.02648828,0.16604311,0.26178647,0.04090793,0.25731452,0.339806113538749
"O14980",-0.60415309,0.0310508,0.04289187,-1.61619552,0.14142443,-0.78962724,0.05166239,-0.31151196,0.31363376,0.26240512,0.4097351,0.28008376,0.79789471,0.21543692,0.47242057,0.35127695,0.20427226,0.68318333,0.40529647,0.02761368,0.42103685,0.40848994,0.38537122,0.39439211,-0.96259694,0.05388055,-0.51254939,0.07864216,0.06100715,0.0747341390713037
"O15031",0.391105388,-0.42351595,-0.385446903,-0.466550188,0.13280001,-0.297752042,-0.141308377,-1.718431041,0.187238576,0.000764136,-0.339983211,0.305911742,0.153651528,0.509062414,-0.072948952,0.401121996,0.53091413,-0.004615669,0.304841172,0.338364601,0.440486305,0.395592038,0.461073584,0.305661856,0.414191138,-0.415912669,-0.244926639,-0.256227587,0.077167998,0.0340398818942945
"O15061",-0.621104547,-0.531966522,-0.466955437,-0.200758885,0.029603697,-0.489103928,0.569524464,0.001713909,-0.043154878,0.395441374,0.115321866,0.958485966,-0.481211387,-0.341560689,0.394021196,0.66654997,0.861456087,-0.709265324,-0.719841492,-1.084763153,0.282209719,-0.936615481,-0.395430348,-0.50241015,-0.585685962,-0.61228821,-0.853499735,0.257991723,0.171202228,0.939662829341495
"O15067",-0.28392573,-0.17599352,-0.0970313,-0.42823074,-0.60697242,-0.92060459,-0.77456996,0.04162132,-0.51312043,-0.52140779,-0.79291814,-0.26076895,-0.21891676,-1.39285052,-0.85105479,-0.5120397,-0.45692306,-0.24526134,-0.15094551,-0.20246966,-0.42388679,-0.31413087,-0.44366761,-0.40935731,-0.49543107,-0.47246314,0.01647023,-0.23092038,-0.4633252,0.955863319071087
"O15075",-0.09205449,0.27067884,-0.70583239,-1.00742401,0.01438873,-0.17140281,-0.57927828,0.39503599,-1.64472476,-0.16184789,0.59979679,-0.15712629,-1.53174605,0.73980808,-0.11097839,0.17011277,0.85791453,0.30009291,-0.38676207,-0.58339986,-0.12634701,-0.48427831,-0.13500959,-0.79878788,0.12621392,-0.18334203,-0.506166,-0.37142096,-0.34756863,0.337861836599905
"O15126",-0.32622204,-0.40980841,-1.33763935,-0.14451738,-0.13933235,0.60967327,-0.63680293,-0.23903904,-0.79997138,-0.27295914,-0.64942368,-0.67646361,-0.53095307,-0.6170407,-0.4730175,-0.77577376,-0.57134571,-0.49693892,-1.03003017,-0.72651713,-0.61065628,-0.63179751,-0.5426051,-0.96025727,0.6225981,-0.87087503,-0.08610744,-0.69432092,-0.07802303,0.516774345013551
"O15127",-0.586490434,-0.45792075,-0.635560253,-0.844602259,-0.435828165,-0.766301917,-0.532738281,-1.171560018,-0.443465828,-0.578960716,-0.485519229,-0.501422271,0.006285956,-0.544171657,-0.946769523,-0.494568979,-0.974707063,-0.303318255,-0.447667407,-0.116501935,-0.128765552,-0.454573504,-0.510335821,-0.213512862,-0.205866519,0.190353353,0.059262903,0.111172434,0.248769568,0.00947817640899061
"O15143",-0.240164,0.2448024,-0.3790352,0.3709968,0.7090145,0.8866834,0.6328759,0.6971459,0.8822365,0.7372962,0.5597016,0.5247209,0.8310859,0.4853272,1.1644412,1.1495683,0.7930226,0.707502,0.7329817,0.6740875,0.6598796,0.754202,0.8787346,0.8810256,0.7286069,0.9033344,-0.1229865,0.6717315,0.3414792,0.252188110274291
"O15144",0.46381789,0.31732361,0.44503434,0.38043788,0.97455704,0.71137712,0.93248204,0.31472175,0.93209031,0.72677344,0.60016566,0.85853585,0.82079209,0.63194301,1.15274258,1.09545919,0.91147409,0.80254166,0.6595028,0.81704007,0.96847538,0.76514056,1.00470091,0.82589092,0.08220253,0.92504418,-0.43786569,0.65484996,0.34567463,0.5304138320943
"O15145",0.06792955,-0.1841109,0.19588802,0.25758536,0.32358916,0.34626563,0.18452567,0.38495815,0.14254729,0.29000902,-0.41402771,0.03831712,-0.17875841,0.0459051,-0.4395069,0.54393308,-0.03432023,0.20058701,0.30821181,0.05884736,-1.96088552,-0.02096359,0.26736486,0.70482892,0.19214607,0.55325078,0.22090386,0.06358647,0.12005711,0.208138454666059
"O15160",-0.34634398,0.37945794,-0.84284658,0.34074025,-0.41881773,0.08531646,-0.95306327,-0.56416469,-1.74549447,-0.39619999,-0.20614738,0.03192994,-0.35127033,0.36872603,-0.13497656,0.24549222,-0.05118108,-0.90224388,-0.32999861,-0.67583466,-0.46582966,-0.07535285,-1.12896391,-0.06145412,-0.35158422,0.56197694,-0.32707869,0.38364132,0.13802838,0.33611943876249
"O15173",-0.08027775,0.11883806,-0.24149938,0.08095688,-0.0976728,-0.25487864,0.07367445,-0.43380482,-0.30990986,0.01317576,-0.40014825,0.0917197,-0.12741958,-0.26950392,0.40667384,0.10982366,0.23991185,-0.53010017,-0.19181757,0.3631653,0.27444435,-0.19802017,0.09123207,-0.40076146,0.40332684,0.14248788,0.52395235,-0.16191001,0.02860218,0.139005106893199
"O15212",-0.14848638,-0.39280127,-1.01736366,-0.14241167,-0.37714623,-0.22096293,-0.72403642,0.03304508,-0.40530118,-0.62221634,-0.40461774,-0.33125196,-1.1895026,-0.63419631,-0.03413637,-0.9341792,-0.21958701,-0.15303383,-0.69837353,-0.30237374,-0.27325387,-0.83897648,-0.45710043,-0.97249277,1.23052229,-0.01823158,-0.31447222,-0.02906553,0.17693,0.74295694203216
"O15230",0.76830381,0.67717881,1.52212273,1.23727187,0.51395948,-0.11918588,-0.18023252,-1.32707224,0.43667344,0.66776242,0.57372394,0.09285168,-0.02108352,0.95803827,-0.05479959,0.22174978,0.74303362,-0.03238017,0.84884495,-0.4963007,0.66052711,0.40697049,0.15985748,1.10067236,0.14504789,-0.18067496,0.01710437,0.72879692,0.25430822,0.987389266895085
"O15247",-0.092903065,-0.001735302,0.187842695,-0.07301643,-0.404507948,-0.542882793,-0.035887168,-0.058214856,0.407116966,0.301509357,-0.56705786,-0.416050245,-0.549056525,0.297612768,0.033184881,0.425417361,0.324150222,-0.232018567,0.027152246,-0.967800128,-0.309314164,0.077016234,0.456369795,0.511910711,0.028444372,-0.0434183,-0.2176121,0.002221259,0.108683554,0.831338172986283
"O15260",0.26315035,0.09113374,0.0168851,0.0849948,-0.21671674,-0.04422632,-0.22550855,0.06969833,-0.52408699,-0.02323055,0.13376301,0.46288434,-1.22633158,0.45232179,-0.03941309,0.50149396,0.44917319,0.23450461,0.25091523,0.22332962,0.42377359,0.32529903,0.24337826,-0.19834239,0.45713899,0.25231456,-0.28594076,-0.82311153,0.46607817,0.115286372169351
"O15371",0.08860621,-0.29152783,0.04894399,-0.86313362,-0.49009802,-0.43860226,-0.41256865,0.26437108,-0.10585872,-0.65358081,-0.57853006,-0.58144173,-0.31142734,-0.53379586,-0.03835571,-0.51577759,-0.77767936,-0.17175576,-0.17102521,-0.68092578,-0.33683524,-0.20999579,-0.41565557,-0.6225766,-0.38349391,-0.34718995,-0.0881729,-0.26667488,-0.5846671,0.362287677462112
"O15382",0.19972841,0.53022804,-0.22215811,0.06744942,0.23409882,0.16554739,0.18832632,-0.40769508,-0.62553502,-0.05297112,-0.15009298,-0.21296782,0.1288512,-0.14438724,-0.30513702,-0.05339613,0.19714072,-0.13599927,-0.16237944,-0.20473456,0.3234462,0.18225319,0.10251468,-0.67994155,-0.91636641,-0.20829345,1.81969432,-0.52551937,0.18127328,0.859999910323048
"O15400",0.08893105,0.18228585,-1.01651293,-0.65883227,-0.06597377,0.03196668,0.55426786,0.35812109,0.13042735,0.38270375,-0.10041554,0.42566296,0.11651456,0.23482531,0.31235493,0.24624555,0.40609249,0.32523776,-0.07894847,0.53976125,0.10758653,0.30467412,-0.09073861,-0.10094288,-0.30236691,0.51235324,-0.0290195,0.33335382,0.22455519,0.232299766934742
"O15439",0.16063535,-0.10543185,0.7183856,-0.12752197,0.09525305,-0.16556674,0.25650911,0.19512783,-0.91907502,-0.98648483,-1.24705568,0.20310684,0.18879505,-1.50163516,-0.99317246,-1.41419763,-0.66866508,-0.03686967,0.25725539,-1.59280534,-0.77818415,0.6833511,-1.3248015,-0.19236552,-0.32430509,0.28884924,0.02052347,0.26010091,-0.13891632,0.0601307173241607
"O15460",-0.32,-0.118,-0.675,-0.525,-0.859,-0.088,-0.535,-0.403,-0.632,0.236,-0.863,-1.17,-0.568,4.31e-11,-0.52,-0.0333,-0.051,-0.308,-0.323,0.132,-0.442,-0.691,0.0922,-0.578,-0.187,-0.545,-0.161,-0.211,-0.246,0.21871607828486
"O15498",-0.169806783,-0.476254971,-0.326669004,-0.199291458,-0.630732034,-0.32213088,-0.759744286,-0.327003589,-0.506745569,-0.795214559,-0.353203022,-0.174851708,-0.044551474,-0.920841535,-0.945469662,-0.436909911,-0.407571358,0.060156789,-0.503204849,-0.414521478,-0.001060726,-0.975274429,-0.525370784,-0.673833955,1.230522291,-0.521487873,-0.725836588,-0.649472813,-0.859781911,0.928863192959005
"O15511",0.07375162,0.69661923,0.10236619,0.73514011,0.40498838,0.06101211,-0.08775458,0.01690615,-0.66048339,0.37040515,-0.18634311,0.10045705,-0.49535113,-0.25410775,0.68855953,0.14288696,0.38502226,0.12691781,0.47176075,0.3091153,-0.30842974,0.427028,-0.29178384,0.20390459,0.17583468,-0.87775491,0.44903666,0.68060737,0.59343785,0.903451307715287
"O43143",-0.14181134,-0.337033343,-0.592233989,-0.901529168,0.329264964,0.104144984,-0.212821374,0.009186532,0.298237977,0.256678856,-0.068762679,0.280024989,0.373643783,0.161702552,0.433685867,0.209540003,0.215203409,0.476980078,0.36605575,0.302762673,0.618656786,0.484798934,0.099133041,0.18003362,0.258137957,-0.060140957,-0.883040981,0.028225252,0.211373458,0.0581752309069479
"O43175",0.03478701,0.7762575,0.29100194,0.25502606,0.68215973,0.59336404,0.8490878,0.26587958,-0.56109592,-0.84013067,0.58706516,0.16525507,-0.79780813,-0.47189536,0.78460073,-0.7345031,-0.21178723,-0.05543325,-0.28950317,-0.18675608,-0.71610996,-0.19815272,-0.30065358,0.33787485,-0.61375014,-0.6251444,0.14777117,-0.52632879,-0.33745487,0.00509970373869157
"O43181",-0.15082502,0.03044209,0.42855437,-0.30155152,-0.63399617,-0.5058449,-0.7416503,-0.30362021,-0.79434181,-0.56871834,-0.57506351,-0.6521114,-0.886715,-0.81582568,-0.39095754,-0.56456128,-1.12740798,-1.20371898,-0.93829957,-0.57533651,-0.40865894,-0.4942886,-1.28737501,-0.29366041,-0.18966478,-0.08395793,0.1891607,-0.4182986,-0.12569108,0.225685045322911
"O43237",0.52402023,0.42108681,-0.63402108,-0.70831674,-0.23736747,-0.15179355,-0.24937719,-0.16519141,0.12523743,0.53806194,-0.1839003,-0.18035878,0.10768941,0.38471033,-0.36220725,0.27342988,-0.04261283,0.05173161,0.3187998,0.35186221,0.13879714,0.0193257,0.3649802,0.57254041,-0.74225707,-0.14058265,0.09508908,0.24868986,0.16570796,0.0675048619644398
"O43242",-0.7841094,0.04537491,-0.40605101,-0.29360939,0.43091671,-0.13986569,0.5130892,-0.11272669,0.28066885,0.45542871,0.56695994,0.51143226,0.28349595,0.27405895,0.00263652,0.36371809,0.47603685,0.55957384,0.50747455,0.4023769,0.44723511,0.51798955,0.32662143,0.35657837,-0.49656764,0.06647477,-0.1350783,-0.0900409,0.22550588,0.101071364042776
"O43290",-0.27186437,-0.10344452,-0.12164976,-0.03131652,-0.37678121,0.18926746,-0.56375645,-1.07770552,0.91838058,-0.42789235,-0.63478595,-0.42973072,-0.87556036,-0.6324506,-0.72862399,-0.54535642,-0.57006101,-0.20461058,-0.1745205,-0.3272949,-1.48742217,-0.42885195,-1.0456085,-0.46696875,0.19349871,0.32135789,-0.14579819,-0.59015085,-0.56540827,0.157641322378871
"O43294",0.11964968,0.19785241,0.36475685,-0.3882198,-0.12493393,0.37649907,-1.18744164,0.13380076,-1.99581955,-0.18108463,-0.83433798,0.37546118,-0.42688956,-0.40083769,0.05533442,0.25372038,0.69269567,-0.69117292,-0.11438655,-0.2712186,-0.98535198,-1.08125058,0.92832806,-0.50063025,0.36505697,0.08953675,-0.03905612,-0.29602025,-0.95921744,0.704565442084724
"O43301",0.32164684,-0.41545864,0.48673962,-0.82090165,-0.39165812,-0.09257448,0.16654032,0.04757188,-1.07252583,0.30762316,0.15139234,0.16014717,-0.40046957,0.05283522,0.49788409,0.25453469,-0.03779548,-0.04216675,0.62672597,0.78298232,-1.3868566,0.02519153,-0.20603939,0.1678791,-0.13177758,0.47456425,-0.02289479,-0.11966488,-0.35530176,0.177029278377569
"O43390",0.3904611,0.6754782,-0.1128315,0.2445832,1.0071689,0.8951747,0.9898457,0.7478575,0.8627031,0.8445774,0.8798514,0.84738,1.1613932,0.7706087,0.8971509,0.8080945,0.7524219,0.8230498,0.8700203,0.8839611,1.1211186,0.9356357,0.964504,0.9363315,0.3068777,0.8510994,0.3256782,0.8057921,0.7040073,0.30621885784694
"O43396",-0.24184224,0.11946611,-0.05076187,-0.13010523,0.58486375,0.10768157,0.62916165,0.01483172,0.30846154,0.5345933,0.58601281,0.40055291,0.30610101,0.61428495,0.10526465,0.61876558,0.76514807,0.4360583,0.01547668,0.35730159,0.61799125,0.4206572,0.39670862,0.36198366,-0.39611384,0.26648644,0.19736404,0.07652304,0.04602977,0.261022351636365
"O43399",-0.04071662,0.11522748,0.23292989,0.43332697,0.52328214,0.23309822,0.45986819,0.02356647,0.60837394,0.60137242,0.20495298,0.5480497,0.09221034,0.4532471,0.38039367,0.47567946,0.72866611,0.89675333,0.62083722,0.9804575,0.2164524,0.46592811,0.31358509,0.26855999,0.68430147,1.07292632,0.08166743,0.97962767,1.00664101,0.0387709742856974
"O43414",-0.4107565,-0.2725761,-0.2893113,-0.5650662,-0.3338047,-0.8425309,-0.2776678,-0.204542,-0.3702273,-0.3115394,-0.4811373,-0.3040645,-0.5379181,-0.6684239,0.1189059,-0.2808164,-0.5248462,-0.4506219,-0.8120426,-0.7692205,-0.6638674,-0.1661823,-0.9016935,-0.3620821,-0.2832368,-0.6224596,1.8196943,-0.48641,-0.3678602,0.778309135260678
"O43488",-0.065756339,-0.006739388,0.371583024,0.043407996,0.518263596,0.508121904,0.396912451,0.307101462,0.380179938,0.499730235,0.801550942,0.79124852,0.089972935,0.788444799,0.052953672,0.854191214,0.742037108,0.445748449,0.434226366,0.378432096,0.806587351,0.721727061,0.615677725,0.771365729,-0.680797516,-0.527459828,0.198114657,0.126390943,0.270512584,0.43947328182569
"O43491",0.4079001,0.478809,0.1736248,0.4211819,1.2922064,0.6990024,1.1669237,0.3775557,1.0956378,1.1372585,0.9249698,0.9230901,1.0311871,1.2637407,0.5649101,1.4202695,1.2773472,1.3310482,0.7206382,1.399835,1.0750445,1.2150054,1.1201475,1.2324028,1.0568599,1.3417141,0.1322511,1.2717309,1.4253038,0.042693667232869
"O43504",-0.304543713,-0.451886551,-0.491840229,-0.434185147,-0.398098586,-1.61224884,-0.69786943,-0.769402539,-0.13278121,-0.579231211,-0.207610704,-0.027946599,-0.201900329,-0.713156222,-0.622875518,0.002936327,-0.008355032,0.05439437,-0.093960299,0.074447097,-0.116943127,-0.010403715,-0.556350151,-0.040146264,-0.559978944,-0.295711479,1.819694317,-0.620765438,-0.339370031,0.02983685699021
"O43583",0.02891976,-0.39232558,-0.42845914,-0.39405863,-0.17315735,-0.45069823,-0.17486678,-0.41921219,0.06494697,-0.26346402,-0.35471619,-0.01945027,0.12311095,-0.05238456,0.05920766,0.3578579,0.07657582,0.25919468,-0.11190296,-0.08133134,-0.21267252,0.06509625,0.03444867,-0.60188475,-0.27856778,0.08463299,-0.51385416,-0.17312325,0.10645008,0.0181537058332967
"O43592",0.050124235,-0.031118955,-0.000696891,0.048502514,-0.579951806,-0.816061785,-0.520240609,-0.302989786,-1.298456031,-1.085640463,-0.651640709,-0.482067939,-0.46556246,-0.988107423,-1.564823854,-0.812558148,-0.485641931,-0.501518962,-1.476776049,-0.382823051,-0.257262339,-1.191819017,0.089390581,-0.529305918,-0.526881615,-0.095875475,-0.87007024,-0.635680468,-0.214130854,0.275052812900565
"O43598",0.062569611,0.081305877,-0.434025153,-0.269426999,0.008230915,-0.100013097,0.053356858,-0.61763419,-0.413098576,-0.580093,0.02571743,-0.009263338,-0.097713276,-0.334256948,-0.698586288,-0.083348451,-0.151733298,-0.584680476,-0.461720742,-0.227299885,-1.559752353,0.017231594,-0.247016046,0.41672736,-0.056804852,0.38406041,-0.333254709,0.4975041,0.661588606,0.781546923735811
"O43615",-0.02371828,0.30293976,0.70875241,0.47315989,-0.19665107,0.34470754,0.13186843,0.1072653,-0.62915452,-0.20522842,0.84666406,-0.36851471,-0.39464191,-0.62095226,-0.4396267,-1.13841516,-0.45078784,-0.45353155,-0.09226104,-0.88404083,-0.46291881,-0.38134468,-0.65810863,-0.92920106,-0.38997057,-0.2223289,0.29367813,-0.31843975,-0.28580107,0.00912319616704663
"O43617",0.10148988,-0.03035837,0.52872385,-0.240829,-2.04089806,0.0244098,-0.70258804,0.1605829,-1.0618433,-0.38668625,-0.04624203,-0.73229484,-0.48606252,-1.32507555,-0.47796805,-1.09941933,-0.81816777,-0.82368592,-0.5410813,-0.46712275,-0.44728781,-1.10554273,-0.42234111,-0.70709468,-0.26627441,-0.13187269,0.18597242,-0.82887316,-0.67157083,0.611780699580122
"O43639",-0.34553924,-0.42834849,-1.45226355,-0.13789277,-0.21493681,-0.51091241,-0.37643135,-0.13080721,-0.02949272,-0.77736123,0.0176384,-0.91928459,-0.66864489,-0.60564534,-0.35239203,-1.32645938,-1.47059103,-0.6246673,-0.85984647,-0.18436606,-0.48622961,-0.68853282,-1.41979793,-0.45862998,-0.17265386,-0.89655878,-0.13636558,-0.58204917,-0.34642806,0.223415567948006
"O43665",-0.04166632,0.27948355,0.26152864,-0.44982896,-0.22226899,-0.50832739,-0.03359672,-0.09818788,-1.9555383,-0.40840955,-0.02715376,0.15723274,-0.57340569,-1.82622036,-1.23240972,-0.45138065,-0.31183992,0.30052824,-0.55431023,0.02993488,-0.29723661,-0.58580844,-0.81465757,-0.47310713,-0.12890656,-1.09523299,0.71004189,-0.75198083,0.38713104,0.846339428839939
"O43670",-0.6209353,-0.97382482,-0.81854106,-0.24038981,-0.60949435,-0.25669659,-0.55159825,-0.39990908,-0.6060321,-0.35850559,-0.4601456,-0.69670793,0.12134779,-0.67539341,-0.41621545,-0.46199939,-1.02242471,-0.73951881,-0.45027496,-0.67849667,-0.78695888,-0.16533641,-0.56300818,-0.47105347,-0.12982799,-0.52714621,0.06925003,-0.42130639,-0.90010714,0.54120861578825
"O43676",-0.13468016,-0.28830473,0.04416599,-0.36357198,-0.60251776,0.17735549,-0.60736223,0.27558913,-0.04980577,-0.55575167,-0.50823158,-0.74162544,0.03796284,-0.63595447,-0.65477574,-0.62505905,-0.58470849,-0.92916715,-0.48725234,-0.57450394,-0.55079991,-0.55928438,-0.53750661,-0.90121549,-0.76772105,-0.35297181,0.33345612,-0.4935034,-0.26821192,0.0291757372495055
"O43678",0.35977038,0.1715323,0.3091859,0.02638541,-0.54819564,-0.8884288,-0.28797224,-0.76961652,-0.43512984,-0.49057556,-0.23176625,-0.59447654,-0.37615768,-1.02025937,-0.33677663,-0.57420279,-0.57007191,-1.49166621,-0.56934569,-0.56821826,-0.82833344,-0.41939978,-0.33295464,-0.51276063,-0.06804141,-0.17360323,0.15243115,-0.17624855,-0.21026071,0.359562486045777
"O43681",0.301853088,0.457553685,0.212924223,0.472471106,0.440143027,0.148143396,-1.041529908,0.31930531,0.435810517,0.033540886,-0.392329221,0.458165249,-0.009763311,0.155707739,0.411248172,0.170158368,0.393956821,0.00146849,-0.045691723,0.013053199,0.089435301,-0.187803699,0.348279704,0.139147304,-0.053094791,0.015412147,-0.421899047,0.33716493,0.169133896,0.610609762877005
"O43684",-0.124121974,-0.25473559,-0.920368497,-0.213252662,-0.499806731,-0.386798314,-0.414837243,-0.06739984,0.291728199,0.189941383,-0.294853626,-0.053973303,0.071973496,-0.095306756,-0.002624015,0.179808751,-0.143849465,-0.41528147,0.260919456,0.146593456,0.113484006,0.141341987,-0.311035307,0.098670515,-0.849299837,-0.277661449,-0.092235336,-0.074030777,-0.522683543,0.15602308965594
"O43707",1.4668656,1.8345107,2.0928558,2.1934779,2.079455,2.1759493,1.9285009,1.7997112,1.6177295,1.7376758,1.5300458,1.4344281,1.8216542,1.5657081,2.070377,1.7771004,1.5370897,1.8605731,1.5270223,1.5860855,1.7092894,1.5505996,1.6009249,1.566029,1.6518429,1.8067684,0.7399496,1.2718897,1.4865844,0.000960885905073948
