"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","X","t_test_p_value"
"Q9Y2H0",-0.50534588,-0.83806295,-0.73083549,-0.60029991,-0.44672447,-0.40855871,-0.3131345,-0.3089416,-0.44824841,-0.8332756,-0.14948749,-0.09046312,0.01191554,-0.66433182,-0.33742758,-0.40454383,NA,0.739252699121996
"Q9Y2H1",-0.3638828,-1.2916642,-0.4705469,-0.4884882,-0.7131413,-0.5466895,-0.4916295,-0.5991519,-0.3132857,-0.4760612,-0.4738351,-0.3515191,-0.3703292,-0.5383771,-0.5884273,-0.510235,NA,0.541109086229303
"Q9Y2H5",-0.6625417,-0.2874454,-0.5824648,-0.2606597,-0.3964894,-0.24967,-0.5538174,-0.5937818,-0.6171929,-0.4487692,0.6856728,-0.1910749,-0.2343684,-0.580524,-0.580262,-0.6587727,NA,0.0284063264062336
"Q9Y2H9",-0.692247,-0.9146812,-0.7866198,-0.6967188,-0.7222434,-1.0846319,-1.1351848,-1.2898534,-0.7862795,-0.9349384,-0.5679509,-0.60283,-1.0432544,-0.8796203,-1.0615904,-0.6461223,NA,0.675927069216505
"Q9Y2I1",-0.8721504,-1.3898462,-0.9225563,-0.7021242,-1.0256695,-1.2180639,-0.6999688,-0.8318134,-0.6243059,-0.443729,-0.5218697,-0.5068259,-0.5607325,-0.5139962,-0.6219222,-0.6056326,NA,0.00848792619789014
"Q9Y2I8",0.044141284,-0.138660435,0.006121964,0.136082952,0.112496962,0.245708992,0.19410027,0.109247638,0.17614383,0.195362549,0.237670589,0.257047038,0.373356073,0.107239171,0.015082277,0.080207638,NA,0.478560285992691
"Q9Y2J0",1.1554501,1.0362839,0.9321299,1.2274187,1.3424091,1.2781449,1.1129129,1.2175539,0.9906547,0.5735753,0.9400966,0.8212678,0.8728088,0.6391236,0.5706653,0.8488057,NA,0.011941953541663
"Q9Y2J2",2.105153,2.182588,1.965243,2.047639,1.997643,2.118373,1.995946,1.937866,1.918456,1.818503,1.844713,1.854024,1.963425,1.866864,1.688973,1.950184,NA,0.121915798603072
"Q9Y2J8",1.2476279,1.4546883,1.4356172,1.0848393,1.1510785,1.0648268,0.9242339,0.9948803,1.0514387,1.3449624,0.9943002,1.2538027,0.9644133,1.3469019,1.3488462,1.0807661,NA,0.363493357482631
"Q9Y2K2",-0.31275346,-0.14988636,-0.08023963,-0.48135405,-0.16624097,-0.08115123,-0.49439586,-0.54347979,-0.58185781,-0.54497854,-0.44867152,-0.51001601,-0.59495812,-0.46174307,-0.69899751,-0.71488057,NA,0.0372942287863129
"Q9Y2K9",0.222907192,0.104185771,0.126310535,0.194034129,-0.008294715,0.203385424,0.217162197,0.05106625,0.028366566,-0.03436556,0.219350049,0.107842038,0.122702964,-0.172233686,-0.120804914,0.073449264,NA,0.112604048487709
"Q9Y2Q0",1.0419124,1.0221226,0.7296794,0.9486457,0.8857168,0.9077903,0.9925629,0.9398985,1.0491912,1.1030725,1.1568436,0.9894016,0.9278423,1.0056026,0.968321,1.0663056,NA,0.121495100143375
"Q9Y2Q3",0.52955224,0.5361716,0.36892209,0.45568847,0.08991145,0.43031474,-0.28175297,0.30838116,0.11245894,0.15240306,0.31218665,0.38109143,0.19591291,0.32756738,0.48191663,0.02286764,NA,0.886734564403467
"Q9Y2Q5",-0.58406,-0.6487435,-0.3276986,-0.5448357,-0.4045772,-0.3333446,-0.2348819,-0.2849364,-0.2259361,-0.3023642,-0.167922,-0.1451418,-0.2219979,-0.261422,-0.2696156,-0.4859725,NA,0.705864496576558
"Q9Y2R0",0.026548985,0.210535885,-0.880433934,0.000878305,-0.694870688,-0.11311354,-0.0573567,-0.343454005,-0.287986822,-1.054168247,-0.198009323,-1.3154385,-0.235515091,-0.224477446,-0.793527245,-0.740966879,NA,0.225897296382582
"Q9Y2S2",0.7322418,1.0272001,0.8970098,0.6774223,0.582485,0.7337087,0.7274652,0.6335446,0.6370733,0.9871905,0.7246877,0.8142894,0.7598429,0.7577105,0.953089,0.8114229,NA,0.249664730664181
"Q9Y2T2",-0.1967289,-0.1679334,-0.4974768,-0.5149384,-0.5614635,-0.3837232,-0.4901307,-0.6619843,-0.4559051,-0.5460599,-0.3684502,-0.5216189,-0.287184,-0.3078172,-0.3766977,-0.2932767,NA,0.036586952841957
"Q9Y2T3",1.382361,1.454323,1.47145,1.431241,1.495335,1.56604,1.474348,1.573403,1.448294,1.444548,1.496997,1.446743,1.346925,1.344991,1.290176,1.447802,NA,0.0916545475516312
"Q9Y2T4",-0.9061597,-1.530638,-1.2393269,-0.8367825,-0.9111756,-0.65616,-0.7607339,-0.6520652,-0.7264858,-1.0662847,-0.7320267,-0.8061412,-1.1129032,-0.8259327,-1.6066451,-0.844088,NA,0.573354554537687
"Q9Y2V2",-0.75636035,-0.10212525,-1.13998567,-0.32662306,-0.49217657,-0.69329679,-0.19929586,-0.16874508,-0.3376587,-0.20065286,-0.36927072,-0.24914899,-0.05341506,-0.34011524,-0.05508836,-0.16485126,NA,0.130792876326857
"Q9Y2X3",-0.562598818,-0.252389933,-0.271224488,-0.350836286,-0.361322025,-0.338829941,-0.173520759,-0.232507917,-0.185290728,-0.224447964,-0.056692755,0.006228968,-0.104276543,-0.412079754,-0.139020796,-0.252140739,NA,0.974080508213096
"Q9Y2X7",0.4178141,0.1337898,0.4689888,0.3632269,0.6035106,0.6467152,0.4787989,0.4705855,0.4095699,0.4561765,0.4863329,0.3802267,0.5374258,0.3557907,0.3455722,0.4315908,NA,0.291963970316165
"Q9Y2Z0",0.2776608,0.6272206,0.7731688,0.7640908,0.6411993,0.6697554,0.6139564,0.561367,0.5308799,0.6745078,0.6114173,0.5600642,0.6155825,0.7466501,0.5486818,0.613915,NA,0.87409537459792
"Q9Y2Z4",-0.149155,-0.362105,-0.4673185,-0.2713853,-0.3242358,-0.4212153,-0.5586171,-0.234628,-0.3830641,-0.3875449,-0.3179274,-0.2135564,-0.2977401,-0.3492001,-0.3681788,-0.4967141,NA,0.67064317513702
"Q9Y303",-1.9564185,-1.5528802,-1.2259931,-0.9341906,-1.0611274,-1.1298469,-0.9638665,-0.7860029,-1.0950362,-0.8352586,-1.0992208,-0.7213947,-1.375693,-0.8324012,-0.7438176,-1.4880341,NA,0.793666251797507
"Q9Y305",0.3703259,0.3827435,0.1919848,0.3199539,0.3276448,0.4951805,0.4498092,0.46516,0.5944838,0.5877579,0.7233024,0.6689304,0.5069546,0.6937183,0.6762521,0.6484255,NA,0.000364770519685504
"Q9Y333",-0.350756,-0.6235838,-0.3150049,-0.3433948,-0.5165748,-0.4355837,-0.4011523,-0.3445296,-0.2809598,-0.162261,-0.35785,-0.2140276,-0.287184,-1.2116996,-0.4806194,-0.7901221,NA,0.182120615669019
"Q9Y342",1.3859688,1.6691733,1.550093,1.3673183,1.3311228,1.2323154,0.84626,0.8949975,1.3648595,1.4284593,1.31983,1.2117054,1.4829926,1.6744117,1.1352058,1.4175564,NA,0.533347798167027
"Q9Y371",0.18987766,0.10832885,0.36879666,0.19729556,0.27965743,0.1703309,-0.06256183,0.02264515,-0.02041266,0.28701552,0.26750829,0.16556311,-0.04487379,0.35645774,0.08433061,0.08462688,NA,0.711644019141302
"Q9Y376",0.6718267,0.7373177,0.5227321,0.4899727,0.4627585,0.4487908,0.4922334,0.4736313,0.4240323,0.5244417,0.5730891,0.567294,0.3408114,0.4882866,0.4905474,0.5641734,NA,0.857498945092381
"Q9Y383",-0.7978797,-0.5159099,-0.4257286,-0.6011319,-0.602755,-0.4401629,-0.5597626,-0.5394897,-0.4947608,-0.4457295,-0.6809191,-0.5342788,-0.8556072,-1.5001532,-0.5695402,-0.4093656,NA,0.465955956630277
"Q9Y394",0.2433357,-0.4021522,0.2492211,0.5456548,0.3179148,0.373867,0.3731173,0.2792034,0.2663499,0.4054611,0.3573008,0.3687988,0.4774975,0.5464826,0.4535124,0.3706507,NA,0.0965169774516926
"Q9Y3A3",-0.4162559,-0.3401352,-0.1927542,-0.1503741,-0.3056378,-0.2633707,-0.3933367,-0.2065513,-0.1460184,-0.1070903,-0.2318581,-0.1490091,-0.2150908,-0.2026917,-0.2553011,-0.1967585,NA,0.418087660362089
"Q9Y3A5",0.012909728,-0.03607595,0.332985093,-0.002830489,-0.112383085,0.172108996,-0.094978255,0.149590179,-0.182789434,-0.171886007,-0.722720534,-0.262946693,-0.050102694,-0.116072019,-0.150475144,-0.802608835,NA,0.221755427629758
"Q9Y3A6",-0.4977273,-1.2673085,-0.3819297,-0.5029092,-0.4301017,-0.6472179,-0.6537254,-0.4578609,-0.7465044,-0.6711317,-0.5476357,-0.7001028,-0.4923387,-0.660999,-0.7656432,-0.656205,NA,0.599168976885344
"Q9Y3B3",-0.5707091,-0.1822112,-1.0595712,-0.6837073,-0.3543085,-0.3764789,-0.4960642,-0.7401146,-1.1202646,-1.0139579,-0.9307885,-1.2405813,-0.8193815,-0.9262117,-0.3564385,-1.0716165,NA,0.566369686304588
"Q9Y3B4",-0.5930681,-1.1679087,-0.5833726,-0.7985008,-0.726218,-0.8896511,-1.0076078,-0.7908977,-0.6752079,-0.6674097,-0.7056405,-0.5838084,-0.6538621,-0.6291808,-0.5797593,-0.7324528,NA,0.0501202672455463
"Q9Y3C0",-0.5638481,-1.0487098,-0.9041534,-1.1317273,-0.9882476,-1.3002603,-1.2552513,-0.8098977,-0.9559084,-0.6488353,-0.7027427,-0.6793242,-0.6979627,-0.5422569,-0.5452872,-0.6774403,NA,0.000249419776874074
"Q9Y3C4",-1.465437,-1.943467,-1.716491,-1.496851,-1.72956,-1.532427,-1.578961,-1.513366,-1.383027,-1.395218,-1.292109,-1.111324,-1.212928,-1.387214,-1.3279,-1.423545,NA,0.00805621089316147
"Q9Y3C6",0.20724273,0.49342725,0.5241838,0.36422074,0.31334339,0.25628769,0.21741973,0.18928691,-0.1360423,-0.20817012,-0.15576644,-0.24529632,0.10522309,-0.23265855,0.03714632,-0.22302474,NA,0.01491001130452
"Q9Y3C8",-0.437540866,-0.206978527,0.275011762,0.155122359,0.111357536,0.084775894,0.029373116,-0.120983526,-0.143774623,-0.155398277,-0.113795032,-0.533336636,-0.070550576,0.008929855,-0.076205748,-0.192838196,NA,0.232387918347686
"Q9Y3D6",0.457406,0.6245988,0.570791,0.9934821,0.4339192,0.9441772,0.3256458,0.6091317,0.4240041,0.7546629,1.0307696,0.6687628,0.9385274,0.6747866,0.5457755,0.2143296,NA,0.446451083263101
"Q9Y3D7",-0.32680681,-0.70147412,-0.39052495,-0.21694692,-0.22584509,-0.71159893,-0.33022554,-0.35426292,-0.26607208,-0.52869735,-0.24478018,-0.06131641,-0.32039648,-0.32534968,-0.32090141,-0.43970081,NA,0.650614894052797
"Q9Y3E0",-1.0579695,-1.29215,-1.1684816,-1.3597266,-1.167166,-1.2081805,-0.9741026,-0.8644865,-0.8780456,-1.089349,-0.7023889,-0.7229244,-0.8577926,-1.006918,-0.7989023,-0.9470393,NA,0.0683297414022341
"Q9Y3E1",0.6166485,0.390261,0.2761543,0.2481147,0.2878289,0.4661865,0.4460057,0.1900345,0.5426333,0.3576344,0.4066662,0.264897,0.2723868,0.4345078,0.4601694,0.4187997,NA,0.107966083495246
"Q9Y3E7",0.097669745,-0.608737027,0.096816919,-0.052952355,-0.0914977,-0.008599454,-0.091549919,-0.077314828,-0.066108924,-0.20951239,-0.199673385,-0.580452615,0.075787469,-0.270457116,-0.434307639,-0.035723167,NA,0.386373529599302
"Q9Y3F4",1.0543999,1.0706902,0.7964394,0.8244988,0.9058298,0.8775899,0.7709318,0.8477612,0.8444162,0.6652327,0.8518607,0.7798689,0.727107,0.920851,0.851499,0.9169562,NA,0.482477149462263
"Q9Y3I0",0.9974663,1.0333077,0.8834155,0.8485114,0.8417072,0.8689137,0.8815468,0.8542686,0.8920802,0.8663484,0.9040539,0.8385219,0.8550111,1.0010299,0.9263211,0.8942742,NA,0.241266524989378
"Q9Y3L5",1.0636417,1.2330581,0.7257888,1.0524802,0.7331161,1.0202327,0.7812697,0.9939654,0.7941869,0.7082817,0.8706954,0.7598476,0.7364057,0.6817484,0.6446439,0.7747811,NA,0.0192217474482731
"Q9Y3P9",-0.225907358,-0.136707832,0.047146449,-0.312383524,0.160932688,0.030609961,0.110369241,0.085869999,0.074992789,-0.001202758,0.166712626,0.010466415,0.136135062,0.16119908,0.008660873,0.167882174,NA,0.210708279247162
"Q9Y3Q8",-0.7782426,-0.156854,-0.825943,-0.8500124,-1.0830207,-0.9764651,-0.8182999,-1.0206541,-0.8404083,-0.790053,-1.0755815,-0.6562759,-0.8020562,-0.7461152,-1.0361579,-0.7313339,NA,0.911443302389193
"Q9Y3S1",-0.8936024,-1.5637709,-0.6950728,-0.845199,-0.8531368,-0.6162015,-0.6973137,-0.7087719,-0.6988573,-0.844884,-0.7445821,-0.9463882,-1.2292088,-0.5548131,-1.2083866,-0.5737184,NA,0.830943033392177
"Q9Y3U8",0.46366751,0.04452546,0.21301328,0.25275156,0.27536596,0.37563441,0.38426849,0.04571892,0.0813663,0.20352995,0.18810471,0.13331682,0.1712899,0.28502205,0.30310731,0.18223105,NA,0.46267507981123
"Q9Y3Y2",-1.2910548,-0.6527836,-0.7993253,-1.093199,-0.9263272,-1.1450086,-0.8736854,-0.9065676,-0.8531911,-0.9687646,-0.8459744,-0.6426126,-1.2254927,-1.5315996,-1.0037176,-0.9356986,NA,0.312848886170236
"Q9Y3Z3",0.01510781,0.27100299,-0.26296948,-0.19921382,-0.4951065,-0.51120066,-0.22141927,-0.19931279,-0.25039266,0.04436636,-0.02148209,0.0730251,-0.14437454,-0.06938102,0.09923287,-0.14709335,NA,0.123671198363304
"Q9Y426",-0.3677073,-0.6199845,-0.3693327,-0.5317073,-0.8630932,-0.7973249,-0.8534354,-0.8344188,-0.6926103,-0.6143884,-0.6116821,-0.398367,-0.60464,-0.3219213,-0.5473415,-0.3980907,NA,0.0250527193810973
"Q9Y442",0.28178579,0.71961288,0.37510521,0.38638168,0.02870996,0.26612366,-0.94799924,-1.05063632,-0.78757626,0.29056456,0.11705974,0.43034092,0.22267322,0.49979944,0.03054235,0.27881033,NA,0.191548008368389
"Q9Y450",-1.5951963,-0.5117155,-0.2254146,-0.6184698,-0.5121051,-0.5977837,-0.7214874,-0.6172253,-0.5746005,-1.145303,-1.2514732,-1.1485742,-0.8448225,-1.329561,-1.3612888,-0.6963816,NA,0.107767715349715
"Q9Y478",-0.5687324,-0.8729086,-1.0897926,-0.8511193,-0.687431,-0.8774666,-0.6364847,-0.6752376,-0.7541554,-0.5930134,-0.5726716,-0.7733928,-0.4606827,-0.6684046,-0.5328605,-0.7931851,NA,0.197139171427378
"Q9Y490",0.9806665,1.1443302,1.1787038,0.945533,1.0161905,0.9022957,1.1046316,1.091702,1.2987181,1.2503972,1.0155418,1.1557445,1.0894907,1.1865127,1.324449,1.0792141,NA,0.260146287869382
"Q9Y496",-0.537265958,0.211502239,0.008791777,0.047462659,0.026875994,-0.023357131,0.056741837,-0.029720442,0.143485978,-0.128718569,0.141548866,0.110465795,0.073970384,0.120306305,0.036640319,0.053011877,NA,0.716177806782242
"Q9Y4C0",0.5060794,0.1322072,0.3462331,0.3198659,0.483776,0.4413821,0.3539061,0.4891076,0.3882723,0.3129735,0.5141608,0.3744114,0.5042097,0.0576696,0.3358031,0.3893418,NA,0.407456514313496
"Q9Y4C2",-1.0686962,-0.6783823,-1.1366717,-0.8158567,-0.9546422,-1.4434624,-1.0676106,-0.9420232,-0.815457,-1.1717884,-1.1062123,-0.7263396,-1.4985198,-2.3863012,-0.8957204,-0.816535,NA,0.531418253783235
"Q9Y4D1",0.000898087,-0.442672545,-0.489965096,-0.121887615,-0.463232139,-0.463430305,-0.212079945,-0.367849935,-0.205861394,-0.160930366,-0.164717004,-0.234045002,-0.171717218,-0.207237387,-0.1284972,-0.623090748,NA,0.883372710889339
"Q9Y4D2",-0.6899388,-0.5342799,-1.2917007,-0.7753808,-0.8191308,-0.8690348,-0.7783142,-1.1236194,-0.9575672,-1.1936041,-0.711183,-0.9904984,-0.6992897,-0.9728642,-1.2147707,-0.9766817,NA,0.206559301871245
"Q9Y4D8",-0.4182513,0.1672122,-0.4505902,-0.1950405,-0.2507342,-0.5901187,-0.551244,-0.5387172,-1.1977807,-0.9216092,-0.6498551,-0.4964187,-0.4962977,-0.4232491,-1.2812058,-0.4889992,NA,0.429163031359407
"Q9Y4E6",0.7444431,0.8557974,0.6816374,0.6988913,0.890376,0.7865837,0.7875819,0.9022773,0.6631903,0.7375004,0.8398967,0.8170252,0.8258503,0.7960218,0.6999934,0.7981802,NA,0.703122224714196
"Q9Y4E8",-0.8287385,-1.4029451,-0.6527167,-0.946196,-0.6350082,-0.7700817,-0.9969239,-0.6354605,-0.6349719,-0.6826928,-0.7917248,-0.693624,-0.6396989,-0.8529453,-0.8753973,-0.8264154,NA,0.863663963438901
"Q9Y4F1",0.22941159,-0.13312074,0.01476109,0.26069303,0.18462181,0.21380887,0.2797592,0.12910006,0.24757316,0.2798407,0.17048842,0.33952764,0.28456473,0.28947077,0.26192236,0.24789331,NA,0.0557756039004428
"Q9Y4F5",0.399028511,0.400533371,0.377496283,0.447664818,0.565591327,0.593880288,0.270119584,0.406457092,0.322281878,0.224370269,0.458512305,0.17846403,0.396826409,0.0453642,-0.000816052,0.384190379,NA,0.136280648299356
"Q9Y4G6",1.456178,1.279826,1.354553,1.33784,1.452892,1.5,1.429312,1.438818,1.372979,1.361185,1.377004,1.392621,1.447891,1.368044,1.384321,1.343719,NA,0.305966015721709
"Q9Y4G8",0.4021833,0.3049642,0.319925,0.3898394,0.3893315,0.3232402,0.452849,0.4735972,0.4855582,0.4366702,0.6251312,0.5914036,0.5373846,0.4014893,0.3036388,0.4423115,NA,0.848353756894912
"Q9Y4H2",-1.2387521,-0.7830151,-0.9227911,-1.5157536,-1.2597718,-1.2415395,-1.2384587,-1.0356068,-1.2363968,-0.9933683,-0.9966155,-0.7590326,-0.8955355,-1.914692,-1.0048525,-1.2685171,NA,0.46923887825555
"Q9Y4I1",1.472149,1.435803,1.340065,1.489165,1.467991,1.522932,1.465105,1.452207,1.418131,1.374313,1.46293,1.397952,1.47646,1.299868,1.270688,1.446353,NA,0.16976396183906
"Q9Y4J8",0.26774865,0.15871328,0.43124592,0.25126049,0.10360825,0.09652438,0.22492858,0.25657018,0.42236569,0.56134921,0.03105184,0.36632806,0.34844901,0.25905289,0.64534255,0.18379903,NA,0.496190857127257
"Q9Y4L1",0.9280439,0.8697233,0.8753183,0.9332063,0.9604294,0.9342946,0.9240692,1.0147909,0.9923091,0.9162216,1.0180585,1.0423771,1.0275642,0.9461222,0.9923195,0.9289271,NA,0.522246604026949
"Q9Y4P1",0.10638174,-0.39400576,-0.07858616,-0.0838993,-0.02080057,-0.13073135,-0.27068861,-0.0616661,-0.35721353,-0.52927318,-0.26709198,-0.52953241,-0.41770768,-0.46900657,-0.4437538,-1.4452211,NA,0.202496181122634
"Q9Y4P8",0.000727644,-0.272573607,0.135992615,0.202224607,0.244271064,0.084766076,-0.035784842,0.119418349,-0.029239598,-0.204797488,0.078377643,-0.02733675,0.095483011,0.098608037,-0.030389174,0.03397241,NA,0.75775978261597
"Q9Y4W6",0.7784307,0.6732277,0.4907799,0.8166042,0.6737761,0.6927741,0.8368563,0.8274212,0.7963769,0.7652893,0.8213812,0.9025394,0.7187193,0.7129214,0.7626671,0.7481698,NA,0.738702281854864
"Q9Y4X5",-0.5226327,-1.0220557,-0.5263161,-0.6136722,-0.4796823,-1.0544947,-0.6355874,-0.6510324,-0.6952681,-0.9642763,-0.6979583,-1.2049638,-0.405433,-0.9035541,-0.8662087,-0.7907802,NA,0.116890239129296
"Q9Y4Y9",-0.8759611,-0.8243637,-0.5530278,-0.6524848,-0.845854,-0.8239584,-0.7992104,-0.6399333,-0.4415539,-0.4008103,-0.3548064,-0.3234222,-0.5029938,-0.3829912,-0.3952108,-0.5323258,NA,0.00828692923028559
"Q9Y512",0.8081262,0.5412846,0.3501282,0.7147671,0.6007867,0.6483274,0.5551227,0.493267,0.6052776,0.6652799,0.6789102,0.5961993,0.4552873,0.5500023,0.565872,0.7036386,NA,0.523330480234401
"Q9Y520",1.0739889,1.4215122,0.6694993,0.9381669,0.7645425,0.9072587,1.1158657,1.1249413,1.2964774,1.2493407,1.272647,1.3237125,1.3109856,1.1300759,1.2912924,1.2951904,NA,0.0805694777885728
"Q9Y547",-0.5828005,-0.1693964,-0.6917806,-1.1616499,-0.901054,-0.8620125,-0.5041564,-0.4584438,-0.243865,-0.4841685,-0.3297963,-0.344492,-0.2364444,-0.2199892,-0.2194755,-0.2378796,NA,0.0132616337076158
"Q9Y566",-0.9516146,-0.6671965,-0.5606621,-0.5456785,-0.3201972,-0.9290693,-0.4650951,-0.2040439,-0.4041046,-0.7473877,-0.1839702,-0.2713946,-0.4143389,-0.8768087,-0.5900533,-0.5211399,NA,0.320872226769164
"Q9Y570",0.5753068,0.6931854,0.6216198,0.602899,0.6931078,0.6415428,0.5659371,0.5056698,0.5332711,0.3844057,0.4273701,0.2920411,0.360016,0.3203387,0.2936633,0.4497398,NA,0.0171089250137586
"Q9Y5B9",0.15970587,-0.05173581,0.15442594,-1.39926644,-0.81463844,-0.05370087,-0.73842253,-0.64232293,0.74474101,0.94073021,0.76874002,0.77743757,0.31427708,0.35828322,0.45552412,0.81367136,NA,0.0102665473705281
"Q9Y5J7",0.33595472,0.53337205,0.39655939,0.54985559,0.4568658,0.5144375,0.45742096,0.38315288,0.32626146,0.32501078,0.16776536,0.01654809,0.14479996,0.26075319,0.24340776,0.31666902,NA,0.00111543017567728
"Q9Y5K5",-0.416622819,-0.017607518,-0.046773832,0.02595209,0.197882686,-0.209996454,-0.009491869,0.048287321,0.104856575,-0.07574879,-0.104910843,-0.194892271,-0.194493459,-0.011691615,-0.103713936,-0.158594805,NA,0.136281956751532
"Q9Y5K8",1.1495961,1.1253726,1.0305074,1.1274118,1.0776847,1.0602179,0.9584601,0.9689299,1.1622877,0.9761196,1.1908783,1.1332866,1.3078439,0.962516,1.0199078,1.1050002,NA,0.520525505326365
"Q9Y5L0",-0.13039203,-0.183596964,-0.177099789,-0.276538965,-0.400393556,-0.221608144,-0.441806709,-0.175579041,-0.411054073,-0.338150817,-0.220050027,-0.008139235,-0.316375484,-0.136564152,-0.167943681,-0.22728724,NA,0.0525522441714924
"Q9Y5L3",-0.9143826,-0.87602,-0.5704533,-0.8886057,-0.7199948,-0.6890127,-0.2402589,-0.7796202,-1.323035,-0.0566743,-0.9045182,-1.1297857,-0.5224126,-0.8932548,-0.6644629,-0.7847233,NA,0.87884847907942
"Q9Y5L4",0.5805102,0.5343056,0.2641337,0.506962,0.3208593,0.3802431,0.4545171,0.4095115,0.2710507,0.3731311,0.2709409,0.2657568,0.4659348,0.3663696,0.4088307,0.2532758,NA,0.438451226459475
"Q9Y5M8",-0.24775705,-0.33128742,-0.23937159,-0.21855012,-0.06724604,-0.48761156,-0.26456048,-0.23614613,-0.42163186,-0.73879423,-0.39586338,-0.41416035,-0.2025929,-0.47394927,-0.48548636,-0.83812748,NA,0.102646125420528
"Q9Y5P6",-0.59845381,0.01307148,-0.47047154,-0.7452439,-0.58736449,-0.715753,-0.65530818,-1.41872631,-0.56754023,-0.48880086,-0.43400205,-1.1699735,-2.41805091,-0.32368304,-0.42292758,-0.44960566,NA,0.129076159087579
"Q9Y5R8",-0.4539969,-0.1843042,-0.7856224,-0.9438123,-0.8586934,-0.9462549,-0.9616092,-0.800636,-0.4451813,-0.5482229,-0.5726,-0.3157369,-0.8517536,-0.799843,-0.6748521,-0.6646066,NA,0.803921604871813
"Q9Y5S1",-1.1245191,-0.9746533,-1.1264824,-0.9628219,-1.5803138,-1.0622921,-1.525054,-1.0148815,-0.9751371,-1.3827308,-0.6660067,-1.2899209,-0.9640392,-1.478865,-1.3976802,-1.1677062,NA,0.181694110107867
"Q9Y5S2",0.4033753,0.3849641,0.4857672,0.3073158,0.3403353,0.3762721,0.4690137,0.2525321,0.4843091,0.3605765,0.4474906,0.4404178,0.4059799,0.3172533,0.294033,0.4134337,NA,0.378649583840288
"Q9Y5S9",-1.0588313,-0.6497021,-1.0764975,-1.0039148,-1.1368931,-0.9709498,-1.0205451,-0.9475643,-1.1506895,-0.9600728,-1.0947736,-1.1430903,-1.1851909,-1.5119422,-1.0478938,-1.2459735,NA,0.16552889461543
"Q9Y5U9",-0.4466872,-0.8696505,-0.3596226,-0.6741318,-0.6631678,-0.3861264,-0.6615479,-0.583937,-0.5602108,-0.6654858,-0.4476464,-0.5498432,-0.4319494,-0.5520992,-0.5276682,-0.5764194,NA,0.497826421775335
"Q9Y5X1",-0.10159855,-0.149863,0.02308663,-0.15425008,-0.38915112,-0.24523946,-0.58276405,-0.97006608,-0.18994132,-0.32711714,-0.23218465,-0.41968298,-0.3371412,0.01124383,-0.1893528,-0.58512827,NA,0.727669950970675
"Q9Y5X2",-1.143638743,-1.14881321,0.770321856,-0.736543846,0.002960047,-0.234868996,-0.532734211,-0.593144998,0.43407713,0.368799614,0.437523582,0.433233129,0.194446108,0.695703279,0.44686991,-0.118264492,NA,0.122149527293205
"Q9Y5X3",-0.17458213,0.02242106,0.15934218,0.19692048,0.13905285,0.03089903,0.1147522,0.11043765,0.05087789,0.32285629,0.1992255,0.13732359,0.05601844,0.23440934,0.31067254,0.22259216,NA,0.00813228274213574
"Q9Y5Y2",-0.97910029,-1.25714628,-0.02574754,0.1377966,0.14895314,-0.17158577,-0.9868031,-0.2308124,-0.861967,-0.74332964,-1.61291422,-0.84211938,0.1487408,-0.61367215,-0.11541114,-0.1833133,NA,0.693618891481403
"Q9Y5Z4",-0.24968052,-0.02158634,0.01965125,-0.14279728,-0.42486966,-0.05526679,-0.1381348,-0.50735276,0.19662021,-0.05330343,-0.38862169,-0.15525767,-0.20229859,-0.03391575,0.22078096,-0.62173045,NA,0.970479674716895
"Q9Y617",1.403415,1.587199,1.595138,1.348399,1.411767,1.388507,1.48135,1.258947,1.383832,1.64116,1.318307,1.242747,1.317236,1.505073,1.53182,1.384802,NA,0.519382183278891
