SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
Q13651,IL10RA,0.397445213,0.039857718,0.527523011,0.500787001,0.140442345,0.863044054,0.867763336,0.175930145,0.167475035,0.995770264,0,0,0,0
Q08334,IL10RB,0.520607375,,0.448079755,0.144706535,,0.93140101,0.433143237,,,0.434513551,0,0,0,0
P20809,IL11,0.634115574,,0.456790745,0.418145946,,0.930514244,0.88100183,,,0.906236373,0,0,1,0
Q14626,IL11RA,,,0.524328075,0.204326505,,,,,,0.553788817,0,0,0,0
P29459,IL12A,0.835398897,,0.550444815,0.524567061,,1.047528142,1.018367684,,,1.020484419,1,0,0,0
P29460,IL12B,0.585586717,0.142360719,0.572537537,0.776270511,0.433436987,1.071094793,1.081921316,0.431960685,0.471370182,1.067597895,0,0,0,0
P42701,IL12RB1,,0.096387696,0.520502582,,,,,0.322305995,,,,0,0,0
Q99665,IL12RB2,0.56637943,,0.550426899,0.348014807,,1.048302807,0.78833439,,,0.789915066,0,0,0,0
P35225,IL13,0.699561084,,0.489009128,0.515754509,,0.969023078,1.000713661,,,0.983559641,0,0,1,0
Q14627,IL13RA2,,,0.372058846,0.49067612,,,,,,0.8341475,0,0,0,0
P40933,IL15,0.642051563,0.041526697,0.461295903,0.100637352,0.22059441,0.935832117,0.355869334,0.161100417,0.277072773,0.327133179,0,0,0,0
Q13261,IL15RA,,,0.305151803,0.167401578,,,,,,0.530153695,0,0,0,0
Q14005,IL16,0.627674183,,0.54500098,0.114634841,,1.036486792,0.382444843,,,0.368480298,0,0,1,0
Q9P0M4,IL17C,0.56637943,,0.521702219,0.407085292,,1.015006644,0.871024044,,,0.877133317,0,0,0,0
Q8TAD2,IL17D,0.670059024,,0.56383412,0.196617993,,1.056072298,0.547066164,,,0.538769955,0,0,0,0
Q96PD4,IL17F,0.626926884,0.001225807,0.594084287,,0.109729328,1.091485921,,0.093460282,,,,0,1,0
Q96F46,IL17RA,0.612549503,,0.582121791,0.153607001,,1.079325972,0.459507672,,,0.456020091,0,0,0,0
Q9NRM6,IL17RB,,,0.341548614,0.13557841,,,,,,0.433313712,0,0,0,0
Q8NAC3,IL17RC,0.535732054,0.02984063,0.561462535,,0.150296008,1.032014824,,0.159914324,,,,0,1,0
Q8NFM7,IL17RD,,,0.477377671,0.146504474,,,,,,0.43693005,0,0,0,0
Q8NFR9,IL17RE,,0.069234727,0.576053991,0.193487357,,,,0.267272277,0.296939678,0.533242504,0,0,0,0
Q14116,IL18,0.6909654,0.055576735,0.46905187,0.447870515,0.271446185,0.94473775,0.918479584,0.205022786,0.200735232,0.942126681,0,0,1,0
Q13478,IL18R1,0.655681644,,0.390198218,0.157105953,,0.843449783,0.472644252,,,0.472501227,0,0,0,0
Q9UHD0,IL19,,,0.433404418,0.19191168,,,,,,0.539578316,0,0,0,0
P01583,IL1A,0.69451174,0.127310402,0.400764246,0.496776956,0.422883441,0.857995522,0.978275983,0.39787495,0.393428718,0.87312924,0,0,0,0
P14778,IL1R1,,0.036947448,0.449880959,0.386635178,,,,0.143638017,0.128040825,0.864796433,0,0,0,0
P27930,IL1R2,,,0.299008984,0.094466186,,,,,,0.329157593,0,0,0,0
Q9NPH3,IL1RAP,,,0.48034125,0.106703621,,,,,,0.343468761,0,0,0,0
Q01638,IL1RL1,,,0.43895068,0.086068381,,,,,,0.287240184,0,0,1,0
P18510,IL1RN,0.840756136,0.149033421,0.498775601,0.739758739,0.500727287,0.989242519,1.245072197,0.442148378,0.474425824,0.98168454,1,0,0,0
P60568,IL2,0.696270979,0.333463042,0.512424236,0.523944759,0.765730877,0.996794208,1.010245988,0.773343714,0.771613058,1.010324131,0,0,1,0
Q9HBE4,IL21,0.591275854,0.015230857,0.608416009,,0.131660913,1.089743405,,0.139254923,,,,0,1,0
Q9HBE5,IL21R,0.581902127,,0.559814063,,,1.057178146,,,,,,0,0,0
Q9GZX6,IL22,0.707895091,0.197126774,0.590353285,,0.553440197,1.085103612,,0.540647745,,,,0,1,0
Q969J5,IL22RA2,0.504337379,0.148918027,0.644770316,,0.441909211,0.988138029,,0.455083221,,,,0,1,0
Q9NPF7,IL23A,0.673703365,0.234451955,0.672097368,0.718016069,0.612068267,1.172056548,1.173345256,0.611912056,0.617238796,1.171699326,0,0,0,0
