Uniprot,Fold Change_PXD007073,t_test_p_value_PXD007073,Fold Change_PXD005321,t_test_p_value_PXD005321,Fold Change_PXD005319,t_test_p_value_PXD005319,Fold Change_PXD008036,t_test_p_value_PXD008036,Fold Change_PXD014852,t_test_p_value_PXD014852,Fold Change_PXD014950,t_test_p_value_PXD014950,Fold Change_PXD021630,t_test_p_value_PXD021630,Fold Change_PXD023199,t_test_p_value_PXD023199,Fold Change_PXD027173,t_test_p_value_PXD027173,Fold Change_PXD028931,t_test_p_value_PXD028931,Fold Change_PXD037133,t_test_p_value_PXD037133,Fold Change_PXD009199,t_test_p_value_PXD009199,Fold Change_PXD014376,t_test_p_value_PXD014376,Fold Change_PXD014606,t_test_p_value_PXD014606,Fold Change_PXD022092,t_test_p_value_PXD022092,Fold Change_PXD024998,t_test_p_value_PXD024998
O15260,0.514946976,0.403771841,,,,,0.837728647,0.923843452,0.842415838,0.115286372,0.1763615,0.157200666,0.273960339,0.139923923,0.227008196,0.316289572,0.798869912,0.939193106,,,0.29133516,0.437028362,0.483024208,0.204665279,,,0.351762717,0.000454473,,,,
O15269,0.514749103,0.517958987,,,,,,,,,,,0.277278939,0.252803507,,,0.79887794,0.513404721,,,0.291290688,0.039326871,,,,,0.351804606,0.044602594,,,,
O15305,0.51332677,0.11476894,,,,,,,,,,,,,,,,,0.715897632,0.015596168,,,,,,,,,,,,
O15355,0.513928589,7.83E-06,,,,,,,,,0.177384042,0.952825795,0.276592614,0.791408344,,,,,0.715954054,0.88124558,0.29123361,0.80420163,,,,,0.351595173,0.037245361,,,,
O15371,0.514760267,0.82911231,0.887448377,0.242484002,0.444606926,0.195942228,0.838105552,0.007084064,0.837319586,0.362287677,0.177725934,0.344656182,0.272710612,0.034000674,,,0.798447056,0.533029983,,,0.291567709,0.707039944,0.485206403,0.323259469,,,0.353242461,0.049306621,,,,
O15372,0.515265558,0.296529283,,,0.445800144,0.298846787,0.837405339,0.794306205,,,0.176555435,0.252529372,0.276264512,0.580380273,,,,,0.716358626,0.002574861,0.29119365,0.004889824,0.483387934,0.748916164,,,0.352184471,0.076838821,,,,
O15382,0.521866656,0.777020193,,,,,,,0.836577031,0.85999991,0.176344039,0.121308857,0.276008844,0.818287681,,,0.798899531,0.966601283,,,,,,,,,,,,,,
O15400,0.514541037,0.862965312,,,0.444184772,0.142451355,0.837628205,0.740605842,0.835884804,0.232299767,0.176132501,0.0023523,0.276363089,0.701914227,0.224960711,0.5310162,0.798861611,0.311874112,0.715666499,0.038421185,0.29195688,0.076090719,0.48412905,0.900495525,0.172799401,0.497296276,0.351850278,0.012373904,0.415971215,0.726645764,,
O15498,0.515309842,0.481840709,0.891387143,0.015025265,0.445093791,0.763515139,0.837313069,0.515896241,0.837174772,0.928863193,0.176204516,0.530528828,0.277015165,0.207513412,0.224826514,0.568093717,0.798863496,0.868129775,0.715731649,0.016723909,0.29409302,0.969703876,0.48383058,0.965757134,,,0.352003237,0.964262798,0.418115087,0.083170358,,
O15511,0.515212546,0.409361819,0.887206021,0.0042279,0.440078285,0.27626853,0.836831481,0.623788833,0.836945622,0.903451308,0.176435095,0.971156335,0.277106314,0.442551675,,,,,0.716060316,0.274608255,0.290443079,0.019231909,0.480145353,0.128772343,,,0.352293139,0.003120305,,,,
O15540,0.514662839,0.5797049,0.875822501,0.006280043,0.444830831,0.844600728,0.837642266,0.765681009,,,0.176876034,0.558043594,0.276412749,0.530295882,0.226194202,0.505621371,,,0.715920361,0.926477856,0.291466203,0.373047134,0.484707477,0.124520477,,,0.352120484,0.01302662,,,0.393356123,0.001506242
O43143,0.514512592,0.473147422,0.887582257,0.274685021,0.444913592,0.327236731,0.836791096,0.157510288,0.836511036,0.058175231,0.176806512,0.944622371,0.276041499,0.988203331,0.222637567,0.000398915,0.798843047,0.720173898,0.685408626,0.356050283,0.290884185,0.07210168,0.484310786,0.939556273,,,0.358015346,0.002569522,,,,
O43169,0.514738121,0.797554761,0.887419972,0.142516547,0.445076583,0.920963745,0.837896138,0.271852387,,,0.175329039,0.125129859,0.276038394,0.612093052,0.22569768,0.387681163,0.798854773,0.11046832,0.71543495,0.016110927,0.291465363,0.204321204,0.484071662,0.964024232,0.169764503,0.623837565,0.351906195,0.493944492,0.415906806,0.955672623,,
O43175,0.51437688,0.005213722,0.88771718,0.167064185,0.444783385,0.290035756,0.837746803,0.634788517,0.836634418,0.005099704,0.17636844,0.50532671,0.276447674,0.851831082,0.22692076,0.317985181,0.798877197,0.550500845,0.715978615,0.583675841,0.291389,0.399121866,0.484285461,0.078300186,0.16716797,0.056349531,0.351973561,0.594173331,0.416505663,0.182816826,0.393954513,0.058910896
O43237,0.515624574,0.109555952,0.887634066,0.833598352,0.444746312,0.162577438,0.837484732,0.363036659,0.836596734,0.067504862,0.176428791,0.030618353,0.276733988,0.021333623,0.226931351,0.656945046,0.798979461,0.354106514,0.715943614,0.834999761,0.291449343,0.909980998,0.484049903,0.327915735,0.171075454,0.66132126,0.351949441,0.960697516,0.397809981,0.348443065,,
O43242,0.517839725,0.490156521,,,0.445488077,0.930049911,0.817001007,0.211409679,0.835823977,0.101071364,0.176663195,0.351148249,0.276123253,0.57040358,0.225965703,0.242624874,0.798895407,0.545558359,0.72023805,0.303282364,0.291361711,0.117940288,0.483921492,0.883196384,,,0.352029672,0.084477294,0.417250169,0.685765518,0.397108571,0.294353904
O43252,0.516080597,0.065028624,,,,,,,,,0.177300075,0.80057524,0.275781772,0.653607622,,,,,,,,,,,,,0.351686601,0.157034506,,,,
O43272,0.519884381,0.398463914,,,0.443940225,0.927320121,0.838423236,0.405232786,,,,,0.276199817,0.534565616,,,0.798860662,0.9170351,,,0.292033513,0.065064449,0.479334672,0.117898414,,,0.354493993,0.032291171,0.41513288,0.384926628,,
O43290,0.513979049,0.505497234,,,,,,,0.837288643,0.157641322,0.176084693,0.922551395,,,,,0.798918942,0.217389499,0.715893081,0.052954768,0.29146139,0.234242716,,,,,0.351634625,0.000551425,,,,
O43301,0.514690442,0.941246536,0.887636323,0.000258456,0.444978949,0.425411455,0.837491031,1.77E-07,0.836866241,0.177029278,0.176258419,0.94083841,0.276176429,0.491764756,0.226369388,0.917478185,0.798873778,0.15671656,0.715540333,0.403417723,0.291385829,0.338128856,0.483864392,0.56328874,0.169870435,0.380641576,0.351831539,0.025430856,0.41607058,0.201867192,0.394396768,0.18882054
O43324,0.514887752,0.567081617,0.887707721,0.345548967,0.444680583,0.910247447,0.837616393,0.777430052,,,0.176376605,0.183164322,0.27394579,0.187939088,0.227665402,0.524449147,0.798874704,0.659060628,0.715997974,0.031377719,0.291250703,0.159349504,0.484308698,0.916338738,,,0.351367996,0.002862336,0.414786822,0.029279722,,
O43390,0.513525476,0.579690201,0.888624067,0.02101921,0.444776108,0.14868869,0.838035392,0.151759715,0.837267706,0.306218858,0.176708336,0.983627016,0.27631591,0.52435567,0.226352361,0.649233977,0.798860841,0.045672269,0.71596394,0.683565833,0.291505968,0.014626738,0.483797018,0.40995038,,,0.352072949,0.027978991,0.415483331,0.156936651,0.394941463,0.689243177
O43396,0.515027781,0.336089916,0.887783057,0.216487738,0.44455049,0.004917454,0.837539152,0.673955929,0.837672608,0.261022352,0.176609039,0.127163579,0.276566689,0.749965811,,,,,0.715902564,0.109309789,0.291330396,0.012266452,0.483981214,0.689005761,,,0.351967048,0.969633766,0.41212965,0.399548991,0.39491285,0.129713517
O43399,0.550929895,0.466994883,0.888114695,0.020474362,0.44674092,0.264036981,0.833485208,0.797327511,0.837558084,0.038770974,0.176150213,0.640869492,0.278360858,0.030822952,,,0.798738779,0.257392537,0.71590963,0.237707832,0.29149677,0.014143941,0.484128428,0.26770802,,,0.351957408,0.381944806,0.414963063,0.544158461,,
O43426,0.487687747,0.630876538,0.887781464,0.074139576,0.444745504,0.659998327,0.837580864,0.03873378,,,0.17671171,0.917877278,0.275721605,0.127091836,0.22649251,0.825179719,0.798886449,0.703535908,0.715442458,0.675965081,0.291370794,0.108336999,0.483788758,0.204223284,0.169667742,0.636244986,0.351843127,0.003474091,0.416284109,0.295772988,0.401877987,0.621588207
O43447,0.514984724,0.897121353,0.887583835,0.212314211,,,0.837578982,0.875013173,,,0.176533958,0.970097057,0.277709687,0.388223116,,,,,,,0.291287809,0.034101894,,,,,0.351729342,0.072722509,,,,
O43488,0.515183782,0.663552499,0.886788233,0.002347553,0.444828565,0.554162413,0.837814025,0.240385143,0.837335947,0.439473282,0.176590857,0.178524524,0.276584001,0.211381946,,,0.798892463,0.512108072,0.715996341,0.552291987,0.291463811,0.016078869,0.48409912,0.362395716,,,0.351916038,0.316323689,0.415094948,0.371450381,,
O43491,0.515993794,0.608680498,0.887680217,0.440349234,0.44485323,0.979556086,0.837712471,0.32875756,0.837392048,0.042693667,0.176579981,0.919760851,0.276509863,0.999743254,0.226822692,0.371738292,0.798869971,0.138145226,0.715978777,0.866766346,0.291422827,0.181448383,0.484110048,0.441930569,0.169183117,0.264368013,0.351972616,0.969216926,0.416260076,0.971718478,0.39188085,0.113238512
O43493,0.515099468,0.778486049,,,,,,,,,,,,,0.226320525,0.715272898,,,0.71597464,0.630170996,0.291325176,0.852099128,,,0.170167037,0.437832578,0.352140114,0.129651811,,,,
O43592,0.514813772,0.541113413,0.88835523,0.06737952,0.445730375,0.1884722,0.837613659,0.52439686,0.837659265,0.275052813,0.176655685,0.659938374,0.276429967,0.586216982,,,0.798805121,0.327419164,0.716113771,0.332258648,0.291795181,0.348883572,0.482193069,0.608272593,,,0.352366354,0.049905416,0.414827767,0.711796477,,
O43598,0.515897258,0.077499656,0.887718924,0.946816038,0.444372001,0.417072678,0.837896064,0.590437218,0.837213485,0.781546924,0.175727349,0.191629234,0.276860055,0.848486725,,,0.798873073,0.972640657,0.715930211,0.184487407,0.290998841,0.896960424,0.484642003,0.298376171,,,0.351475485,0.142060317,,,,
O43617,0.515894647,0.195355855,0.88762313,0.097228654,0.444604448,0.960258553,0.837507044,0.510548615,0.837540313,0.6117807,,,0.275137675,0.641917712,,,0.797512861,0.537305146,,,0.291366808,0.165144268,0.483886112,0.586295155,,,0.352095229,0.635300755,,,,
O43633,0.513261892,0.223999937,,,,,,,,,,,0.277706908,0.637533988,,,,,,,0.291453392,0.632749364,0.4838236,0.85325705,,,0.355389938,0.584509156,,,,
O43665,0.515276361,0.290615019,,,,,,,0.838347874,0.846339429,,,0.276027408,0.569129464,,,,,0.715887145,0.875905699,,,,,,,0.351979912,0.985479657,,,,
O43670,0.515023431,0.722978762,,,,,,,0.837107559,0.541208616,0.178210156,0.995310307,0.274560143,0.718377688,,,,,0.715762502,0.690628209,,,0.483550583,0.301598629,,,0.351529825,0.032175003,,,,
O43676,0.515413178,0.366143465,0.887233456,0.336846618,0.443843682,1.66E-06,0.837505102,0.197738269,0.837689186,0.029175737,0.177293568,0.627890675,0.318176908,0.585670784,0.226632923,0.535486658,,,0.715910278,0.040979395,0.291280275,0.426340896,0.483588107,0.450713309,0.164922502,0.367780601,0.351741588,0.019277537,0.415791316,0.650835182,,
O43678,0.515145058,0.574043464,0.888024496,0.134713073,0.444605529,0.597275582,0.837737522,0.337209015,0.837575878,0.359562486,0.176103034,0.84637739,0.272165767,0.266979145,,,0.798867709,0.328826171,0.715431188,0.077834216,0.29142963,0.274860662,0.483443975,0.352911577,,,0.351742488,0.029160525,0.415902746,0.895429705,,
O43681,0.51490812,0.304984121,0.887535107,0.100252163,0.444993371,0.558715715,0.837716284,0.686853982,0.837014551,0.610609763,0.176762396,0.744255294,0.276441503,0.660096091,0.226106966,0.552138822,0.79886238,0.338913065,0.716007021,0.060451068,0.291491848,0.006284743,0.484011584,0.507340541,,,0.352022044,0.217884608,0.416892759,0.992039077,0.395494058,0.783909476
O43684,0.515032617,0.987300488,,,0.444878357,0.707894989,0.837330342,0.405626645,0.836888421,0.15602309,0.176760473,0.946995104,0.275470516,0.269245243,,,0.798899189,0.496140647,0.715803483,0.219843805,0.292288547,0.173622173,0.483539074,0.632596094,,,0.351002262,0.000476959,,,,
O43707,0.515020149,0.460684139,0.887675231,0.874738621,0.444888485,0.335595976,0.83771272,0.439698138,0.837086911,0.000960886,0.176730384,0.948324493,0.276494197,0.661066062,0.226685252,0.188915158,0.798842038,0.099569887,0.715952133,0.442151023,0.291399968,0.347351493,0.483811029,0.235482771,0.168996853,0.179540564,0.351981525,0.494815055,0.415928529,0.382065724,0.394789264,0.285304316
O43747,0.514747028,0.890539687,0.887383284,0.399061399,0.444316402,0.020401596,0.837404186,0.433745879,0.83701853,0.050385743,0.180130458,0.218224832,0.27611144,0.557970901,0.22593569,0.652817498,0.798914707,0.109628524,0.716164571,0.016369329,0.291234606,0.151787485,0.483643788,0.631677294,0.170054077,0.034521587,0.35192023,0.133825513,0.419101381,0.928321847,,
O43759,0.509940906,0.351769045,0.887478492,0.211348641,0.445027894,0.610246284,0.837288389,0.159030083,,,0.179016366,0.91617413,0.275002156,0.259221722,0.226416612,0.376735767,,,0.716824726,0.348731226,0.291444554,0.668662947,0.48346634,0.074597152,0.169515042,0.316334234,0.351464714,0.00865783,0.414996154,0.088192336,0.391158716,0.078576258
O43765,0.514806749,0.920623704,0.887653762,0.871548687,0.444105557,0.336854456,0.836772093,0.199527087,0.836847376,0.019468757,0.17659665,0.167032905,0.276577101,0.716244824,,,0.799375816,0.093113262,0.714164995,0.439292846,0.290431184,0.078952945,0.483665286,0.812506703,,,0.352031744,0.147690552,,,,
O43776,0.515680505,0.69730991,0.888299245,0.742637591,0.444934923,0.054529354,0.837648622,0.587763498,0.836513747,0.170658466,0.176652603,0.333790001,0.27629561,0.602229023,,,0.798874226,0.335106266,0.716026132,0.453530105,0.291294229,0.070387462,0.48403367,0.350913255,,,0.35206908,0.000771457,0.419521619,0.45164192,,
O43809,0.514363678,0.153949251,0.887503518,0.204599159,0.444136017,0.826573817,0.835333762,0.28057892,0.836812615,0.169900839,0.176657165,0.68666847,0.276140359,0.60713941,,,0.798751526,0.640921686,0.715435688,0.463606272,0.292290887,0.345713235,0.485901382,0.392571427,,,0.579255051,0.00304816,,,,
O43813,0.514528017,0.790849999,0.887706119,0.512178174,0.444990488,0.000517856,0.837704264,0.764356053,0.836671424,0.044417657,0.176469938,0.318408121,0.275811159,0.035726171,0.225541282,0.627241863,0.798884048,0.784231865,0.71587567,0.358294429,0.29129418,0.090501869,0.483980242,0.021240604,0.171241634,0.812763306,0.351892853,0.02391719,0.416233008,0.34875134,0.392342278,0.037974519
O43837,0.514257589,0.011964111,0.887992039,0.000281861,0.444843433,0.950247183,0.83770167,0.691171145,0.835599994,0.29879825,0.175808156,0.529712274,0.276331123,0.825216139,0.227992273,0.162093999,0.798886884,0.986079813,0.717007299,0.498026775,0.291307924,0.013177048,0.483747989,0.019748787,0.170509019,0.935781317,0.351845528,0.000806112,0.415863052,0.133641137,,
O43852,0.513662782,0.39700873,,,0.445914315,0.02737724,0.838742205,0.840775061,0.837731387,0.114320887,0.176419101,0.993474702,0.27027361,0.002468534,0.225214016,0.66771096,,,0.716096351,0.405613189,0.291439401,0.608137015,0.483731936,0.426235123,,,0.352052793,0.131319009,,,,
O43865,0.5151711,0.635155973,0.887628387,0.34511729,0.444893238,0.657717445,0.837886165,0.009694651,,,0.176328929,0.720979728,0.276535207,0.707568121,0.22629392,0.41227711,0.798881964,0.680706668,0.715873916,0.5445752,0.291266945,0.001187821,0.483929421,0.776204308,,,0.351984754,0.525061185,0.415583219,0.032277233,0.394624731,0.580538798
O43920,0.515673755,0.417834351,0.887358224,0.096049893,0.443827098,0.271386245,0.837626721,0.30456316,0.837283234,0.884013455,0.1758549,0.471247505,0.277658693,0.141882661,,,,,0.714659559,0.000341875,0.291229913,0.014884382,0.48373388,0.788380596,0.174443773,0.434597288,0.351724626,0.022091548,0.414991629,0.37125988,,
O43924,0.515248139,0.654053344,0.887618021,0.450800279,0.444645877,0.736301388,0.837164149,0.270800058,,,0.176411751,0.125268539,0.271449472,0.000899113,,,,,,,0.291185711,0.678749954,0.484260153,0.526859985,,,0.352030881,0.532670779,,,,
O60216,0.515062717,0.189113903,,,,,,,0.837205348,0.469795383,0.175644569,0.801101702,0.276529027,0.812421331,,,,,0.715946474,0.784108278,,,,,,,0.351656623,0.000952941,,,,
O60256,0.516653344,0.257450779,,,0.444541238,0.745408924,0.835165343,0.426898996,0.837151101,0.95062148,0.176283746,0.014176748,0.275935235,0.241780224,,,0.798947476,0.505721617,0.715761355,0.597765559,0.291563241,0.849744452,0.48370309,0.561095363,,,0.351929741,0.699427393,0.415512786,0.074573482,,
O60259,0.515019011,0.843633743,0.89016926,0.957742786,,,,,,,,,,,,,,,,,,,0.483022068,0.2794453,,,,,,,,
O60264,0.512041357,0.049762782,,,,,,,0.837022045,0.396539531,0.176610203,0.792258257,,,,,0.798884659,0.855307195,0.716084692,0.535903388,,,,,,,0.351349758,0.021858451,,,,
O60271,0.514379754,0.314866059,,,0.444629477,0.721268127,0.83758538,0.153107656,0.836359665,0.307597278,0.176070234,0.592629767,0.706912507,0.045426513,,,0.798875981,0.655781657,0.716083002,0.178193937,0.291260358,0.678023516,0.484003315,0.796501169,,,0.352135385,0.16346988,,,,
O60313,0.514141742,0.211057004,0.887778292,0.565899923,0.444865271,0.882267649,0.837584613,0.192706981,0.837331945,0.345734476,0.176470415,0.017211842,0.276518641,0.550570313,0.226279079,0.806071242,0.798877564,0.238428913,0.715850197,0.296535282,0.29139258,0.101976835,0.483787416,0.039441579,0.167153473,0.76986306,0.351865699,0.001936344,0.416107249,0.542041278,,
O60437,0.515039848,0.884620036,,,,,,,,,,,,,,,,,0.715957861,0.874710855,,,,,,,0.351857568,0.66496082,,,,
O60486,0.51484318,0.632586287,0.887612153,0.949297638,0.444920437,0.976812624,0.837642956,0.582596951,0.836943843,0.012149259,,,0.277103979,0.214785497,,,0.798983917,0.323785524,,,,,0.485222008,0.449134222,,,0.355187544,0.035061966,,,,
O60493,0.514031294,0.229527105,0.887680784,0.803789529,0.444830267,0.206281817,0.837798753,0.671934056,0.836467207,0.434423651,0.174075442,0.866939984,0.276083961,0.057216004,0.227124873,0.366250612,0.798874574,0.385541552,0.715973993,0.413712159,0.291276367,0.89621451,0.484246727,0.816864859,,,0.351982715,0.487690501,0.416480776,0.622500703,0.399725343,0.058675361
O60502,0.515471617,0.288245687,0.887795634,0.287948537,0.446819401,0.513030165,0.836711028,0.907898012,0.837145243,0.711289876,0.177275498,0.43493109,0.276266059,0.644290129,,,0.798894847,0.575377721,0.716108708,0.539134226,0.29159949,0.706350083,0.483635572,0.745420857,,,0.351832065,0.003694238,0.414134967,0.566119326,,
O60504,0.514887173,0.722109389,,,,,0.837709243,0.542682044,0.836592588,0.014495824,,,0.276616558,0.589052825,,,0.798936419,0.141504304,,,,,0.483961966,0.471515071,,,0.351830098,0.033990916,,,,
O60506,0.51620797,0.515363933,0.887251386,0.265841861,0.445160701,0.911362058,0.834431294,0.344358363,0.837582334,0.117684722,0.176711084,0.944499935,0.275938674,0.288530781,0.224827734,0.211556213,0.798871534,0.994541863,0.715972706,0.334813015,0.291634137,0.005843814,0.483861422,0.644560475,,,0.352130609,0.010050469,0.416556082,0.504475591,0.396202785,0.427999946
O60547,0.509472796,0.556499936,,,0.444871541,0.635515762,0.837496583,0.94167307,0.834716653,0.186656774,0.176402572,0.328602161,0.275901488,0.653280261,,,0.798798722,0.082216903,,,,,,,,,0.352271028,0.714280213,,,,
O60610,0.514909819,0.754127966,,,,,,,0.837048047,0.403826871,0.176633189,0.220964436,0.276811317,0.433309325,,,0.798842911,0.262904639,,,0.291165039,0.022174414,0.484372355,0.722531049,,,0.351891457,0.916005901,,,,
O60641,0.513584783,0.72781073,0.887764592,0.249274429,0.445013025,0.160994808,0.837575561,0.09155022,,,0.176181456,0.964426386,0.276290994,0.931409696,0.226556861,0.626055456,0.79888093,0.434538984,0.715468307,0.212853661,0.291433187,0.494380664,0.483789208,0.050984841,0.170000703,0.471598999,0.351827437,0.006416426,0.415813631,0.152261882,0.393481697,0.726386811
O60664,0.513861641,0.279066445,,,0.444730506,0.555702337,0.837401906,0.476113711,0.837937014,0.112961069,0.176525377,0.094694345,0.277447237,0.199169908,,,0.798866087,0.675436712,0.716065384,0.291487716,0.291480119,0.149877242,0.485279681,0.318285988,,,0.352003867,0.306731658,,,0.399145203,0.056604812
O60701,0.513222649,0.349472709,,,,,,,0.837209393,0.687428928,0.176171456,0.357917324,0.276245969,0.796403866,,,,,,,,,,,,,0.351625294,0.021456783,,,,
O60716,0.51440913,0.351926485,0.887520369,0.028762585,0.449929709,0.899459158,0.851192884,0.635890863,0.837637702,0.047166969,0.176570183,0.364636903,0.277486275,0.013303032,,,0.798827211,0.133379482,0.716007819,0.333150845,0.288910234,0.161132494,0.482962479,0.324079508,,,0.352257353,0.000157003,0.414917698,0.627617574,,
O60749,0.517799466,0.226049458,0.887435289,0.031183532,0.444999204,0.883806638,0.836716762,0.165534213,0.837541426,0.997344283,0.177521976,0.596147055,0.276719295,0.821509879,,,0.798981381,0.57234245,0.716031989,0.384998349,0.291519267,0.037250989,0.484892757,0.269625197,,,0.352030164,0.175133431,0.405923602,0.931348525,0.395742837,0.355439126
O60763,0.513299616,0.005617548,0.887530472,0.083027137,0.444706379,0.501866555,0.83765191,0.46152836,0.837347194,0.838543058,0.176555068,0.006713025,0.276446651,0.792552835,1,0.272093238,0.798890307,0.900843731,0.712281557,0.351470351,0.291321627,0.103855909,0.483807062,0.86707281,,,0.351984174,0.878444987,0.420906707,0.881830971,,
O60826,0.514955484,0.620077012,0.887639556,0.637172509,0.444916575,0.697591607,0.837472677,0.19959405,,,0.17667795,0.736833346,0.276163597,0.968080398,,,0.798981126,0.08952612,0.715981288,0.793916114,0.291259075,0.106005751,,,,,0.351638898,0.059466292,0.415218936,0.271689427,,
O60831,0.515932481,0.281151775,0.887830251,0.004303026,0.446060947,0.151718063,0.837649407,0.43585963,0.837295105,0.197464415,0.17667787,0.918051573,0.277032723,0.792826489,0.236077465,0.172871296,0.798886099,0.954918503,0.71585706,0.310368421,0.291604446,0.863385409,0.350690478,0.145124621,0.174124503,0.664619966,0.351836787,0.676658339,,,0.396572783,0.493335755
O60832,0.515398594,0.278089127,,,,,,,0.836867194,0.252865946,0.17569503,0.74405268,,,,,,,0.715952854,0.380415487,,,,,,,0.351501839,0.000942089,,,,
O60841,0.514582835,0.304939201,,,,,,,,,0.17704316,0.781739556,0.277498004,0.098744913,,,0.79884785,0.010871828,0.715825075,0.316328777,0.291755124,0.06062186,0.483624749,0.580139384,,,0.352627385,0.002211848,,,,
